row_label_raw,row_label_full,(*) Quyền sử dụng đất bao gồm:,Diện tích (m2),Thời hạn sử dụng,Nguyên giá,numeric__Diện tích (m2),numeric__Thời hạn sử dụng,numeric__Nguyên giá
"- Quyền sử dụng đất vô thời hạn tại Thôn 1, xã EaRal, huyện Ea HLeo, Đắk Lắk","- Quyền sử dụng đất vô thời hạn tại Thôn 1, xã EaRal, huyện Ea HLeo, Đắk Lắk","- Quyền sử dụng đất vô thời hạn tại Thôn 1, xã EaRal, huyện Ea HLeo, Đắk Lắk","14,884",lâu dài,"1,458,632,000",14.884,,
"- Giá trị đất của cánh rừng 377 ha tại xã Quảng Khê, huyện Đắk Glong, tỉnh Đắk Nông","- Giá trị đất của cánh rừng 377 ha tại xã Quảng Khê, huyện Đắk Glong, tỉnh Đắk Nông","- Giá trị đất của cánh rừng 377 ha tại xã Quảng Khê, huyện Đắk Glong, tỉnh Đắk Nông","3,770,000",42 năm từ năm 2008 đến năm 2049,"17,500,000,000",,,
Cộng,Cộng,Cộng,,,"18,958,632,000",,,
