row_label_raw,row_label_full,col_0,Giá trị,nợ,Giá trị_1,trả nợ,numeric__Giá trị,numeric__nợ,numeric__Giá trị_1,numeric__trả nợ
- Công ty TNHH Lâm nghiệp Trường Vũ,- Công ty TNHH Lâm nghiệp Trường Vũ,- Công ty TNHH Lâm nghiệp Trường Vũ,-,-,"49,761,799,008","49,761,799,008",,,,
- Công ty TNHH Tịnh Tiến ĐakNông,- Công ty TNHH Tịnh Tiến ĐakNông,- Công ty TNHH Tịnh Tiến ĐakNông,"39,158,380,755","39,158,380,755",-,-,,,,
- Công ty TNHH TM và DV Lâm nghiệp Minh Hoàng,- Công ty TNHH TM và DV Lâm nghiệp Minh Hoàng,- Công ty TNHH TM và DV Lâm nghiệp Minh Hoàng,"57,533,864,800","57,533,864,800","46,476,949,915","46,476,949,915",,,,
- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,- Công ty TNHH Thương mại và Xây dựng DLC,"32,235,056,724","32,235,056,724","14,618,713,369","14,618,713,369",,,,
- Công ty TNHH SX TM Hóa Keo Bình Thạnh,- Công ty TNHH SX TM Hóa Keo Bình Thạnh,- Công ty TNHH SX TM Hóa Keo Bình Thạnh,"6,540,454,816","6,540,454,816","4,466,155,380","4,466,155,380",,,,
- Hợp tác xã An Tiếp,- Hợp tác xã An Tiếp,- Hợp tác xã An Tiếp,"1,561,543,910","1,561,543,910","6,541,173,318","6,541,173,318",,,,
- Công ty TNHH Phúc Lợi Khang,- Công ty TNHH Phúc Lợi Khang,- Công ty TNHH Phúc Lợi Khang,"710,014,400","710,014,400","5,419,107,050","5,419,107,050",,,,
- Công ty CP Vũ Tuấn,- Công ty CP Vũ Tuấn,- Công ty CP Vũ Tuấn,"110,861,944,566","110,861,944,566","10,062,770,664","10,062,770,664",,,,
- Công Ty TNHH Lâm nghiệp & Thương mại Nguyên Thành Phát,- Công Ty TNHH Lâm nghiệp & Thương mại Nguyên Thành Phát,- Công Ty TNHH Lâm nghiệp & Thương mại Nguyên Thành Phát,"1,492,019,053","1,492,019,053","5,907,312,672","5,907,312,672",,,,
- Công ty TNHH DV TM Nhật Quốc,- Công ty TNHH DV TM Nhật Quốc,- Công ty TNHH DV TM Nhật Quốc,"29,605,484,333","29,605,484,333",-,-,,,,
- Công ty TNHH XD và TM Hà Sơn Hải,- Công ty TNHH XD và TM Hà Sơn Hải,- Công ty TNHH XD và TM Hà Sơn Hải,"38,451,617,017","38,451,617,017","14,711,600,666","14,711,600,666",,,,
- Phải trả cho các đối tượng khác,- Phải trả cho các đối tượng khác,- Phải trả cho các đối tượng khác,"100,642,908,990","100,642,908,990","48,954,776,214","48,954,776,214",,,,
Cộng,Cộng,Cộng,"418,793,289,364","418,793,289,364","206,920,358,256","206,920,358,256",,,,
