row_label_raw,row_label_full,8.,Chi phí khác,Năm 2015,Năm 2014,numeric__Chi phí khác,numeric__Năm 2015,numeric__Năm 2014
8.,8.,8.,- Chi phí thanh lý tài sản cố định,"114,604,486","157,725,407",,,
8.,8.,8.,- Chi phí phạt,"2,444,168,454","1,590,525,234",,,
8.,8.,8.,"- Các khoản tiền phạt vi phạm hành chính, phạt chậm nộp thuế, chậm nộp bảo hiểm","15,124,542,222","17,175,757,956",,,
8.,8.,8.,"- Chi phí sản suất kinh doanh dở dang các dự án ngừng hoạt động, chi phí khẩu hao của tài sản không hoạt động,...","1,176,198,942","1,265,612,520",,,
8.,8.,8.,"- Chi phí liên quan đến việc cho thuê mặt bằng,...","555,487,630","405,077,182",,,
8.,8.,8.,- Xử lý công nợ,"15,751,821","112,131,421",,,
8.,8.,8.,- Thù lao HĐQT và BKS,"692,000,000",-,,,
8.,8.,8.,- Chi phí thiệt hại do cháy rừng,"6,915,766,027","1,507,512,605",,,
8.,8.,8.,- Chi phí từ việc chỉ hộ,-,"1,371,670,200",,,
8.,8.,8.,- Chi phí tiền thường và hỗ trợ khai thác rừng,"2,398,750,000",-,,,
8.,8.,8.,- Chi phí khác,"2,233,010,658","1,512,413,921",,,
8.,8.,8.,Cộng,"31,670,280,240","25,098,426,445",,,
9.,9.,9.,Chi phí thuế TNDN hiện hành phát sinh tại:,Năm 2015,Năm 2014,,,
9.,9.,9.,- Công ty CP Tập đoàn Kỹ nghệ Gỗ Trường Thành,"32,707,317,579","17,645,534,984",,,
9.,9.,9.,- Công ty TNHH Kỹ nghệ Gỗ Trường Thành,"29,203,733","28,290,926",,,
9.,9.,9.,- Công ty Cổ phần Chế biến Gỗ Trường Thành (DL2),"696,991,806",-,,,
9.,9.,9.,- Công ty CP Công nghiệp Gỗ Trường Thành,"143,083,226","205,905,593",,,
9.,9.,9.,- Công ty CP Chế biến Gỗ Trường Thành (BD2),"1,589,849,044","3,278,937,077",,,
9.,9.,9.,- Công ty CP Ván Công nghiệp Trường Thành,-,"998,571,758",,,
9.,9.,9.,Cộng,"35,166,445,388","22,157,240,337",,,
10.,10.,10.,Lãi cơ bản trên cổ phiếu,Năm 2015,Năm 2014,,,
10.,10.,10.,Lợi nhuận kế toán sau thuế thu nhập doanh nghiệp,"204,931,990,094","67,184,049,520",,,
10.,10.,10.,Trong đó:,,,,,
10.,10.,10.,- Lợi ích của cổ đông không kiểm soát,"16,046,781,200","(3,435,898,015)",,,
10.,10.,10.,- Lợi nhuận sau thuế của cổ đông của Công ty mẹ,"188,885,208,894","70,619,947,535",,,
10.,10.,10.,"- Trích quỹ khen thưởng, phúc lợi (*)","(18,750,000,000)","(3,876,616,982)",,,
10.,10.,10.,Lợi nhuận phân bổ cho cổ đông sở hữu cổ phần phổ thông của Công ty mẹ,"170,135,208,894","74,496,564,517",,,
10.,10.,10.,Cổ phiếu phổ thông đang lưu hành bình quân trong năm,"113,100,982","100,050,536",,,
10.,10. > 10.,10.,Lãi cơ bản trên cổ phiếu,"1,504",745,,1.504,745.0
