row_label_raw,row_label_full,"Vốn góp của chủ sở hữu đã tăng trong năm do:- Phát hành 2.093.415 cổ phiếu cho cổ đông hiện hữu với giá bán10.000 đồng/cp, thu bằng tiền gửi ngân hàng:- Phát hành 37.933.425 cổ phiếu cho các nhà đầu tư cá nhân với giá bán 10.000 đồng/cp, thu bằng tiền gửi ngân hàng:","Theo mênh giá > 20,934,150,000 > 379,334,250,000","Theo giá bán thực tế > 20,934,150,000 > 379,334,250,000","numeric__Theo mênh giá > 20,934,150,000 > 379,334,250,000","numeric__Theo giá bán thực tế > 20,934,150,000 > 379,334,250,000"
Cộng,Cộng,Cộng,"400,268,400,000","400,268,400,000",,
Cổ phiếu- Số lượng cổ phiếu đăng ký phát hành- Số lượng cổ phiếu đã bán ra công chúng+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)- Số lượng cổ phiếu được mua lại (cổ phiếu quỹ)+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)- Số lượng cổ phiếu đang lưu hành+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)* Mệnh giá cổ phiếu đang lưu hành :,Cổ phiếu- Số lượng cổ phiếu đăng ký phát hành- Số lượng cổ phiếu đã bán ra công chúng+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)- Số lượng cổ phiếu được mua lại (cổ phiếu quỹ)+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)- Số lượng cổ phiếu đang lưu hành+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)* Mệnh giá cổ phiếu đang lưu hành :,Cổ phiếu- Số lượng cổ phiếu đăng ký phát hành- Số lượng cổ phiếu đã bán ra công chúng+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)- Số lượng cổ phiếu được mua lại (cổ phiếu quỹ)+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)- Số lượng cổ phiếu đang lưu hành+ Cổ phiếu phổ thông+ Cổ phiếu ưu đãi (loại được phân loại là vốn chủ sở hữu)* Mệnh giá cổ phiếu đang lưu hành :,"Số cuối năm140,093,940140,093,940140,093,940- (16,564) (16,564) -140,077,376140,077,376- 10.000 đồng/cp","Số đầu năm100,067,100100,067,100100,067,100- (16,564) (16,564) -100,050,536100,050,536- 10.000 đồng/cp",,
Các quỹ của doanh nghiệp:- Quỹ đầu tư phát triển- Quỹ khác thuộc vốn chủ sở hữu,Các quỹ của doanh nghiệp:- Quỹ đầu tư phát triển- Quỹ khác thuộc vốn chủ sở hữu,Các quỹ của doanh nghiệp:- Quỹ đầu tư phát triển- Quỹ khác thuộc vốn chủ sở hữu,"Số cuối năm(*) 17,170,504,1298,963,110","Số đầu năm14,401,491,9998,963,110",,
Cộng,Cộng,Cộng,"17,179,467,239","14,410,455,109",,
