row_label_raw,row_label_full,a),Phải nộp,Số đầu năm,năm,trong năm,Số cuối năm,numeric__Phải nộp,numeric__Số đầu năm,numeric__năm,numeric__trong năm,numeric__Số cuối năm
,,,- Thuế GTGT,"66,978,872,411","11,571,982,764","52,276,058,424","26,274,796,750",,,,,
,,,- Thuế TNDN,"28,592,868,708","35,166,445,388","21,030,738,356","42,728,575,740",,,,,
,,,- Thuế TNCN,"3,766,236,019","2,241,648,531","1,692,430,573","4,315,453,977",,,,,
,,,- Thuế khác và các khoản phải nộp khác,"366,809,632","1,130,681,831","469,486,165","1,028,005,298",,,,,
,,,Cộng,"99,704,786,770","50,110,758,514","75,468,713,518","74,346,831,765",,,,,
