row_label_raw,row_label_full,col_0,01/01/2014,Tăng,Giảm,31/12/2014,numeric__01/01/2014,numeric__Tăng,numeric__Giảm,numeric__31/12/2014
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,"735,000,000,000","265,671,000,000",-,"1,000,671,000,000",,,,
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,"99,062,086,763",-,"31,407,360,000","67,654,726,763",,,,
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,"(420,631,294)",-,-,"(420,631,294)",,,,
Các quỹ,Các quỹ,Các quỹ,"14,271,600,799","138,854,310",-,"14,410,455,109",,,,
LNST chưa phân phối,LNST chưa phân phối,LNST chưa phân phối,"3,405,797,956","70,619,947,535","396,187,171","73,629,558,321",,,,
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,"96,270,554,844","(3,435,898,015)","(1,694,999,999)","94,529,656,829",,,,
Cộng,Cộng,Cộng,"947,589,409,069","332,993,903,830","30,108,547,172","1,250,474,765,728",,,,
