row_label_raw,row_label_full,2.,Phải thu của khách hàng,Số cuối năm,Số đầu năm,numeric__Phải thu của khách hàng,numeric__Số cuối năm,numeric__Số đầu năm
2.,2.,2.,Phải thu của khách hàng ngắn hạn,,,,,
2.,2.,2.,- AHL,"101,176,568,290","140,359,978,425",,,
2.,2.,2.,- PIR,"59,311,719,934","44,006,831,564",,,
2.,2.,2.,- LAPGF,"62,426,841,299","53,420,720,275",,,
2.,2.,2.,- ALR,"48,437,877,805","17,253,983,276",,,
2.,2.,2.,- CPM,"43,342,132,314","15,062,229,480",,,
2.,2.,2.,- Công ty TNHH Lâm nghiệp Trường Vũ,"11,081,254,692","40,549,386,512",,,
2.,2.,2.,- Công ty TNHH Lâm nghiệp Hoàng Nam,"109,217,117,196","27,426,991,350",,,
2.,2.,2.,- Công ty TNHH Thương mại và Xây dựng DLC,"76,133,211,160","32,329,355,000",,,
2.,2.,2.,- Công ty TNHH TM và DV Lâm nghiệp Minh Hoàng,"92,312,210,025","58,156,639,289",,,
2.,2.,2.,- Công ty TNHH Xây dựng Thương mại Hà Sơn Hải,"97,129,662,062","14,628,099,776",,,
2.,2.,2.,- Các khách hàng khác,"164,611,615,503","153,608,736,020",,,
2.,2.,2.,Cộng (*),"865,180,210,280","596,802,950,967",,,
