row_label_raw,row_label_full,- Trích Quỹ khen thưởng phúc lợi năm 2014 > - Tạm trích Quỹ khen thưởng phúc lợi năm 2015 theo Nghị quyết HĐQT ngày 24/3/2016,"3,876,616,982 > 18,750,000,000","numeric__3,876,616,982 > 18,750,000,000"
- Trích Quỹ đầu tư phát triển,- Trích Quỹ đầu tư phát triển,- Trích Quỹ đầu tư phát triển,"2,769,012,130",
- Chi khác phát sinh tại công ty Con,- Chi khác phát sinh tại công ty Con,- Chi khác phát sinh tại công ty Con,"418,084,473",
Cộng,Cộng,Cộng,"25,813,713,585",
