row_label_raw,row_label_full,22. Doanh thu chưa thực hiện dài hạn,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Khoản thu nhập chưa thực hiện tương ứng với phần vốn góp và phần chuyển nhượng Quyền sử dụng đất của Công ty vào liên doanh Công ty TNHH Trống rừng Trường Thành OJI,- Khoản thu nhập chưa thực hiện tương ứng với phần vốn góp và phần chuyển nhượng Quyền sử dụng đất của Công ty vào liên doanh Công ty TNHH Trống rừng Trường Thành OJI,- Khoản thu nhập chưa thực hiện tương ứng với phần vốn góp và phần chuyển nhượng Quyền sử dụng đất của Công ty vào liên doanh Công ty TNHH Trống rừng Trường Thành OJI,"30,758,000,473","34,410,523,298",,
Cộng,Cộng,Cộng,"30,758,000,473","34,410,523,297.96",,
