row_label_raw,row_label_full,(**) Vay từ các tổ chức,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
- Công ty CP Phú Hữu Gia,- Công ty CP Phú Hữu Gia,- Công ty CP Phú Hữu Gia,"32,455,205,020","33,645,205,020",,
- Công ty CP Vận tải Vũ Thành,- Công ty CP Vận tải Vũ Thành,- Công ty CP Vận tải Vũ Thành,-,"4,000,000,000",,
- Công ty Vũ Tuấn,- Công ty Vũ Tuấn,- Công ty Vũ Tuấn,-,"991,000,000",,
- Công ty TNHH MTV Lâm nghiệp Phước An,- Công ty TNHH MTV Lâm nghiệp Phước An,- Công ty TNHH MTV Lâm nghiệp Phước An,"300,000,000","300,000,000",,
Cộng,Cộng,Cộng,"32,755,205,020","38,936,205,020",,
