row_label_raw,row_label_full,a),Ngoại tệ các loại:,Số cuối năm,Số đầu năm,numeric__Ngoại tệ các loại:,numeric__Số cuối năm,numeric__Số đầu năm
,,,- USD,"42,313.12","27,233.45",,42.31312,27.23345
,,,- EUR,794.04,616.29,,79404.0,61629.0
b),b),b),Nợ khó đòi đã xử lý:,"2,687,182,707","2,687,182,707",,,
