row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
1. Tiền thu từ nhận vốn góp của chủ sở hữu,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ nhận vốn góp của chủ sở hữu,1. Tiền thu từ nhận vốn góp của chủ sở hữu,31,414.447.000.000,713.355.519.804,31.0,414447000000.0,713355519804.0
2. Tiền thu từ đi vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền thu từ đi vay,2. Tiền thu từ đi vay,33,9.128.000.000.000,9.613.736.905.517,33.0,9128000000000.0,9613736905517.0
3. Tiền trả nợ gốc vay,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Tiền trả nợ gốc vay,3. Tiền trả nợ gốc vay,34,(11.347.518.809.163),(12.655.685.342.389),34.0,-11347518809163.0,-12655685342389.0
"4. Cố tức, lợi nhuận đã trả cho chủ sở hữu (*)","III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > 4. Cố tức, lợi nhuận đã trả cho chủ sở hữu (*)","4. Cố tức, lợi nhuận đã trả cho chủ sở hữu (*)",36,(7.615.116.774.696),(1.552.265.798.943),36.0,-7615116774696.0,-1552265798943.0
Lưu chuyển tiên thuần từ hoạt động tài chính,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiên thuần từ hoạt động tài chính,Lưu chuyển tiên thuần từ hoạt động tài chính,40,(9.420.188.583.859),(3.880.858.716.011),40.0,-9420188583859.0,-3880858716011.0
Lưu chuyển tiên thuần trong năm (50=20+30+40),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiên thuần trong năm (50=20+30+40),Lưu chuyển tiên thuần trong năm (50=20+30+40),50,(185.949.089.121),(73.591.374.080),50.0,-185949089121.0,-73591374080.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,12.763.707.536.934,12.836.910.122.445,60.0,12763707536934.0,12836910122445.0
Ảnh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoai quy đổi ngoại tệ,61,(80.526.790),388.788.569,61.0,-80526790.0,388788569.0
Tiền và tương đương tiền cuối năm (70=50+60+61),III. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,12.577.677.921.023,12.763.707.536.934,70.0,12577677921023.0,12763707536934.0
