row_label_raw,row_label_full,Ông Trần Ngọc Nguyên,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Vũ Mạnh Tùng,Ông Vũ Mạnh Tùng,Ông Vũ Mạnh Tùng,Phó Tổng Giám đốc,
Ông Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng,Ông Nguyễn Việt Thắng,Phó Tổng Giám đốc,
Ông Nguyễn Văn Hội,Ông Nguyễn Văn Hội,Ông Nguyễn Văn Hội,Phó Tổng Giám đốc,
Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Ông Nguyễn Ngọc Anh,Phó Tổng Giám đốc,
Ông Khương Lê Thành,Ông Khương Lê Thành,Ông Khương Lê Thành,Phó Tổng Giám đốc,
Ông Lý Hồng Đức,Ông Lý Hồng Đức,Ông Lý Hồng Đức,Phó Tổng Giám đốc (miễn nhiệm ngày 12 tháng 12 năm 2017),
