row_label_raw,row_label_full,col_0,Số cuối năm > Giá trịVND,Số cuối năm > Số có khả năngtrả ndVND,Số đầu năm > Giá trịVND,Số đầu năm > Số có khả năngtrả ndVND,numeric__Số cuối năm > Giá trịVND,numeric__Số cuối năm > Số có khả năngtrả ndVND,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Số có khả năngtrả ndVND
a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,a) Các khoản phải trả người bán ngắn hạn,,,,
Công ty Hoàng Long,a) Các khoản phải trả người bán ngắn hạn > Công ty Hoàng Long,Công ty Hoàng Long,606.870.068.266,606.870.068.266,1.128.157.348.406,1.128.157.348.406,606870068266.0,606870068266.0,1128157348406.0,1128157348406.0
Công ty Liên doanh điều hành Cửu Long,a) Các khoản phải trả người bán ngắn hạn > Công ty Liên doanh điều hành Cửu Long,Công ty Liên doanh điều hành Cửu Long,844.439.146.256,844.439.146.256,801.209.741.701,801.209.741.701,844439146256.0,844439146256.0,801209741701.0,801209741701.0
Công ty Điều hành chung Thăng Long,a) Các khoản phải trả người bán ngắn hạn > Công ty Điều hành chung Thăng Long,Công ty Điều hành chung Thăng Long,359.088.586.926,359.088.586.926,12.753.097.021,12.753.097.021,359088586926.0,359088586926.0,12753097021.0,12753097021.0
Các dôi tượng khác,a) Các khoản phải trả người bán ngắn hạn > Các dôi tượng khác,Các dôi tượng khác,1.049.303.412.404,1.049.303.412.404,433.393.691.283,433.393.691.283,1049303412404.0,1049303412404.0,433393691283.0,433393691283.0
b) Phải trả người bán là các bênliên quan (Xem Thuyết minh số 32),a) Các khoản phải trả người bán ngắn hạn > b) Phải trả người bán là các bênliên quan (Xem Thuyết minh số 32),b) Phải trả người bán là các bênliên quan (Xem Thuyết minh số 32),4.991.766.970.583,4.991.766.970.583,3.406.340.113.910,3.406.340.113.910,4991766970583.0,4991766970583.0,3406340113910.0,3406340113910.0
,,,7.851.468.184.435,7.851.468.184.435,5.781.853.992.321,5.781.853.992.321,7851468184435.0,7851468184435.0,5781853992321.0,5781853992321.0
