row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Năm nay,Năm trước,numeric__Mã số,numeric__Năm nay,numeric__Năm trước
Tiền lãi vay đã trả,2. Điều chỉnh cho các khoản: > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(492.601.222.976),(605.239.102.264),14.0,-492601222976.0,-605239102264.0
Thuế thu nhập doanh nghiệp đã nộp (*),2. Điều chỉnh cho các khoản: > Thuế thu nhập doanh nghiệp đã nộp (*),Thuế thu nhập doanh nghiệp đã nộp (*),15,(541.153.087.283),(90.556.905.808),15.0,-541153087283.0,-90556905808.0
Tiền thu khác từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,194.960.000,3.727.650.496,16.0,194960000.0,3727650496.0
Tiền chỉ khác cho hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Tiền chỉ khác cho hoạt động kinh doanh,Tiền chỉ khác cho hoạt động kinh doanh,17,(151.264.248.799),(68.035.805.180),17.0,-151264248799.0,-68035805180.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,2. Điều chỉnh cho các khoản: > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,9.128.711.430.612,3.298.572.965.651,20.0,9128711430612.0,3298572965651.0
II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"1. Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 1. Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác","1. Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(557.253.212.545),(177.900.286.121),21.0,-557253212545.0,-177900286121.0
2. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 2. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,2. Tiền chỉ đầu tư góp vốn vào các đơn vị khác,25,-,(4.245.320.000),25.0,,-4245320000.0
3. Tiền thu hồi đầu tư vốn vào đơn vị khác,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 3. Tiền thu hồi đầu tư vốn vào đơn vị khác,3. Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,23.250.000.000,26.0,,23250000000.0
"4. Thu lãi tiền cho vay, cố tức và lợi nhuận được chia","II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > 4. Thu lãi tiền cho vay, cố tức và lợi nhuận được chia","4. Thu lãi tiền cho vay, cố tức và lợi nhuận được chia",27,662.781.276.671,667.589.982.401,27.0,662781276671.0,667589982401.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,II. LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,105.528.064.126,508.694.376.280,30.0,105528064126.0,508694376280.0
