row_label_raw,row_label_full,Tập đoàn Dầu khí Việt Nam (I),Số cuối nămVND > 2.941.062.616.325,Số đầu năm(Trình bày lại)VND > 4.153.686.717.039,numeric__Số cuối nămVND > 2.941.062.616.325,numeric__Số đầu năm(Trình bày lại)VND > 4.153.686.717.039
Ban quản lý Dự ấn Nhà máy Lọc dâu Dung Quất (II),Ban quản lý Dự ấn Nhà máy Lọc dâu Dung Quất (II),Ban quản lý Dự ấn Nhà máy Lọc dâu Dung Quất (II),170.465.427.043,169.509.265.435,170465427043.0,169509265435.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",5.144.282.385,2.404.805.600,5144282385.0,2404805600.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,7.892.746.989,4.858.850.203,7892746989.0,4858850203.0
,,,3.124.565.072.742,4.330.459.638.277,3124565072742.0,4330459638277.0
