row_label_raw,row_label_full,Thay đổi trong vốn chủ sở hữu
Số đầu năm trướcGóp vốn trong nămLợi nhuận sau thuế trong nămTrích quỹ khen thưởng phúc lợi bổ sung từ lợi nhuận năm 2015Trích quỹ đầu tư phát triển từ lợi nhuận năm 2015 bổ sung theo Thanh tra thuếLợi nhuận năm 2015 bổ sung phải nộp về Tập đoàn theo Thanh tra thuếNộp lợi nhuận 2015 về Tập đoànTrích quỹ khen thưởng phúc lợiTrích quỹ đầu tư phát triểnTạm trích lợi nhuận năm 2016 phải nộp về Tập đoàn,Số đầu năm trướcGóp vốn trong nămLợi nhuận sau thuế trong nămTrích quỹ khen thưởng phúc lợi bổ sung từ lợi nhuận năm 2015Trích quỹ đầu tư phát triển từ lợi nhuận năm 2015 bổ sung theo Thanh tra thuếLợi nhuận năm 2015 bổ sung phải nộp về Tập đoàn theo Thanh tra thuếNộp lợi nhuận 2015 về Tập đoànTrích quỹ khen thưởng phúc lợiTrích quỹ đầu tư phát triểnTạm trích lợi nhuận năm 2016 phải nộp về Tập đoàn,Số đầu năm trướcGóp vốn trong nămLợi nhuận sau thuế trong nămTrích quỹ khen thưởng phúc lợi bổ sung từ lợi nhuận năm 2015Trích quỹ đầu tư phát triển từ lợi nhuận năm 2015 bổ sung theo Thanh tra thuếLợi nhuận năm 2015 bổ sung phải nộp về Tập đoàn theo Thanh tra thuếNộp lợi nhuận 2015 về Tập đoànTrích quỹ khen thưởng phúc lợiTrích quỹ đầu tư phát triểnTạm trích lợi nhuận năm 2016 phải nộp về Tập đoàn
Số đầu năm nayĐifâu chính xử lý tài chính theo kiếnghị của Kiểm toán Nhà nước (i)Lợi nhuận 2015 bổ sungTrích quỹ đầu tư phát triển từ lợi nhuận năm 2015 bổ sungPhân phối lợi nhuận năm 2015 bổ sung về Tập đoàn,Số đầu năm nayĐifâu chính xử lý tài chính theo kiếnghị của Kiểm toán Nhà nước (i)Lợi nhuận 2015 bổ sungTrích quỹ đầu tư phát triển từ lợi nhuận năm 2015 bổ sungPhân phối lợi nhuận năm 2015 bổ sung về Tập đoàn,Số đầu năm nayĐifâu chính xử lý tài chính theo kiếnghị của Kiểm toán Nhà nước (i)Lợi nhuận 2015 bổ sungTrích quỹ đầu tư phát triển từ lợi nhuận năm 2015 bổ sungPhân phối lợi nhuận năm 2015 bổ sung về Tập đoàn
"Số đầu năm nay được trình bày lạiGóp vốn trong năm (II)Giảm vốn điều lệ để hoàn trả về Tập đoàn (III)Lợi nhuận sau thuế trong nămTạm trích quỹ khen thưởng, phúc lợi (IV)Tạm trích quỹ đầu tư phát triển (IV)Tạm trích lợi nhuận năm 2017 phải nộp về Tập đoàn (IV)","Số đầu năm nay được trình bày lạiGóp vốn trong năm (II)Giảm vốn điều lệ để hoàn trả về Tập đoàn (III)Lợi nhuận sau thuế trong nămTạm trích quỹ khen thưởng, phúc lợi (IV)Tạm trích quỹ đầu tư phát triển (IV)Tạm trích lợi nhuận năm 2017 phải nộp về Tập đoàn (IV)","Số đầu năm nay được trình bày lạiGóp vốn trong năm (II)Giảm vốn điều lệ để hoàn trả về Tập đoàn (III)Lợi nhuận sau thuế trong nămTạm trích quỹ khen thưởng, phúc lợi (IV)Tạm trích quỹ đầu tư phát triển (IV)Tạm trích lợi nhuận năm 2017 phải nộp về Tập đoàn (IV)"
Số cuối năm nay,Số cuối năm nay,Số cuối năm nay
