row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu năm(Trình bày lại)VND,numeric__Số cuối nămVND,numeric__Số đầu năm(Trình bày lại)VND
Chỉ nhánh Viện Dầu Khí Việt Nam - Trung tâm lưu trữ dầu khí,Trả trước nhà cung cấp > Chỉ nhánh Viện Dầu Khí Việt Nam - Trung tâm lưu trữ dầu khí,Chỉ nhánh Viện Dầu Khí Việt Nam - Trung tâm lưu trữ dầu khí,2.015.351.619,-,2015351619.0,
Công ty Cổ phần Nhà và Thương mại Dầu khí,Trả trước nhà cung cấp > Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,1.949.766.197,-,1949766197.0,
Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Trả trước nhà cung cấp > Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,Tổng Công ty Tư vấn Thiết kế Dầu khí - Công ty Cổ phần,1.107.615.345,338.341.241,1107615345.0,338341241.0
Công ty Cổ phần chứng khoán Dầu khí (PSI),Trả trước nhà cung cấp > Công ty Cổ phần chứng khoán Dầu khí (PSI),Công ty Cổ phần chứng khoán Dầu khí (PSI),154.575.000,-,154575000.0,
Viện Dầu khí Việt Nam,Trả trước nhà cung cấp > Viện Dầu khí Việt Nam,Viện Dầu khí Việt Nam,-,18.497.507.647,,18497507647.0
Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Trả trước nhà cung cấp > Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,Công ty Cổ phần Bảo dưỡng và Sửa chữa Công trình Dầu khí,-,4.491.522.231,,4491522231.0
Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Chính nhánh Hồ Chí Minh,Trả trước nhà cung cấp > Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Chính nhánh Hồ Chí Minh,Tổng Công ty Dung dịch Khoan và Hóa phẩm Dầu khí - Chính nhánh Hồ Chí Minh,-,1.266.841.606,,1266841606.0
Công ty Cổ phần Hóa phẩm Dầu khí DMC-Miền Trung,Trả trước nhà cung cấp > Công ty Cổ phần Hóa phẩm Dầu khí DMC-Miền Trung,Công ty Cổ phần Hóa phẩm Dầu khí DMC-Miền Trung,-,1.003.175.690,,1003175690.0
Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghlên cứu và Phát triển Chế biển Dầu khí,Trả trước nhà cung cấp > Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghlên cứu và Phát triển Chế biển Dầu khí,Chỉ nhánh Viện Dầu khí Việt Nam - Trung tâm Nghlên cứu và Phát triển Chế biển Dầu khí,-,635.844.811,,635844811.0
,,,5.227.308.161,26.233.233.226,5227308161.0,26233233226.0
