row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại),numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại)
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,31.701.216.521.392,30.059.104.221.245,100.0,,31701216521392.0,30059104221245.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,12.577.677.921.023,12.763.707.536.934,110.0,4.0,12577677921023.0,12763707536934.0
1. Tiền,1. Tiền,1. Tiền,111,,993.048.225.514,809.077.841.425,111.0,,993048225514.0,809077841425.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,11.584.629.695.509,11.954.629.695.509,112.0,,11584629695509.0,11954629695509.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,2.000.000.000,2.000.000.000,120.0,,2000000000.0,2000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,5,2.000.000.000,2.000.000.000,123.0,5.0,2000000000.0,2000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,11.013.651.355.751,10.425.027.842.997,130.0,,11013651355751.0,10425027842997.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,10.716.827.497.110,9.733.704.234.253,131.0,6.0,10716827497110.0,9733704234253.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,227.888.710.247,590.680.949.834,132.0,7.0,227888710247.0,590680949834.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,66.036.063.975,87.621.126.388,136.0,8.0,66036063975.0,87621126388.0
4. Tài sản thiếu chỗ xử lý,4. Tài sản thiếu chỗ xử lý,4. Tài sản thiếu chỗ xử lý,139,,2.899.084.419,13.021.532.522,139.0,,2899084419.0,13021532522.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,9,8.019.971.255.844,6.774.881.903.089,140.0,9.0,8019971255844.0,6774881903089.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,8.113.182.915.216,6.836.301.058.913,141.0,,8113182915216.0,6836301058913.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(93.211.659.372),(61.419.155.824),149.0,,-93211659372.0,-61419155824.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,87.915.988.774,93.486.938.225,150.0,,87915988774.0,93486938225.0
1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,151,10,87.897.429.311,91.645.501.214,151.0,10.0,87897429311.0,91645501214.0
2. Thuế và các khoản khác phải thu Nhà nước,2. Thuế và các khoản khác phải thu Nhà nước,2. Thuế và các khoản khác phải thu Nhà nước,153,15,18.559.463,1.841.437.011,153.0,15.0,18559463.0,1841437011.0
