row_label_raw,row_label_full,"I. Tổng số cán bộ, nhân viên bình quân trong năm (người)",Năm nay > 25.271,Năm trước > 24.676,numeric__Năm nay > 25.271,numeric__Năm trước > 24.676
"II. Thu nhập của cán bộ, nhân viên (triệu đồng)","II. Thu nhập của cán bộ, nhân viên (triệu đồng)","II. Thu nhập của cán bộ, nhân viên (triệu đồng)",,,,
1. Tổng thu nhập,"II. Thu nhập của cán bộ, nhân viên (triệu đồng) > 1. Tổng thu nhập",1. Tổng thu nhập,9.615.172,8.413.605,9615172.0,8413605.0
2. Thu nhập bình quân tháng,"II. Thu nhập của cán bộ, nhân viên (triệu đồng) > 2. Thu nhập bình quân tháng",2. Thu nhập bình quân tháng,"31,71","28,41",31.71,28.41
