row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,10.212.519,"0,69",26.555.090,"2,01",10212519.0,0.69,26555090.0,2.01
Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,20.866.918,"1,40",3.326.739,"0,25",20866918.0,1.4,3326739.0,0.25
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,319.594.465,"21,48",305.230.713,"23,12",319594465.0,21.48,305230713.0,23.12
Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,Công ty cổ phần vốn Nhà nước trên 50%,53.029.740,"3,56",52.965.915,"4,01",53029740.0,3.56,52965915.0,4.01
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,401.765.214,"27,00",374.113.819,"28,34",401765214.0,27.0,374113819.0,28.34
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,989,-,2.268,-,989.0,,2268.0,
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,27.652.725,"1,86",23.136.322,"1,75",27652725.0,1.86,23136322.0,1.75
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,1.020.116,"0,07",879.617,"0,07",1020116.0,0.07,879617.0,0.07
"Doanh nghiệp tư nhân, cá nhân","Doanh nghiệp tư nhân, cá nhân","Doanh nghiệp tư nhân, cá nhân",653.165.856,"43,89",533.050.728,"40,38",653165856.0,43.89,533050728.0,40.38
"Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đàng, đoàn thể và hiệp hội",841.958,"0,05",719.227,"0,07",841958.0,0.05,719227.0,0.07
,,,1.488.150.500,"100,00",1.319.980.438,"100,00",1488150500.0,100.0,1319980438.0,100.0
