row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,115.382.538,99.797.128,,115382538.0,99797128.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(59.517.028),(53.953.998),,-59517028.0,-53953998.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,4.813.087,5.487.762,,4813087.0,5487762.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán","Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, chứng khoán",,3.278.477,2.638.030,,3278477.0,2638030.0
Chi hoạt động khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi hoạt động khác,Chi hoạt động khác,,(1.500.079),(2.003.887),,-1500079.0,-2003887.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",30,5.636.224,8.060.883,30.0,5636224.0,8060883.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(19.542.694),(16.550.494),,-19542694.0,-16550494.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,33,(2.609.742),(2.322.724),33.0,-2609742.0,-2322724.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,45.940.783,41.152.700,,45940783.0,41152700.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Giảm/(Tăng) các khoản tiền và cho vay các TCTD khác,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản tiền và cho vay các TCTD khác,Giảm/(Tăng) các khoản tiền và cho vay các TCTD khác,,4.723.237,(3.648.374),,4723237.0,-3648374.0
(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,,(54.343.255),(45.744.165),,-54343255.0,-45744165.0
(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,(841.625),(28.809),,-841625.0,-28809.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(168.170.062),(141.296.977),,-168170062.0,-141296977.0
"(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt","(Giảm) nguồn dự phòng để xử lý rủi ro, xử lý, bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và trái phiếu đặc biệt",12,(14.374.642),(19.173.197),12.0,-14374642.0,-19173197.0
(Tăng)/Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > (Tăng)/Giảm khác về tài sản hoạt động,(Tăng)/Giảm khác về tài sản hoạt động,,(15.000.236),914.228,,-15000236.0,914228.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > (Giảm) các khoản nợ Chính phủ và NHNN,(Giảm) các khoản nợ Chính phủ và NHNN,,(1.563.192),(2.095.273),,-1563192.0,-2095273.0
"Tăng các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTD khác",,78.033.373,14.807.237,,78033373.0,14807237.0
Tăng tiền gửi của khách hàng,Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,225.225.922,165.127.698,,225225922.0,165127698.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,34.472.974,59.522.116,,34472974.0,59522116.0
"(Giảm)/Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > (Giảm)/Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","(Giảm)/Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(1.112.370),1.496.725,,-1112370.0,1496725.0
(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(852.134),(2.987.438),,-852134.0,-2987438.0
Chi từ quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,24,(981),(895),24.0,-981.0,-895.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,132.137.792,68.045.576,,132137792.0,68045576.0
