row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
1.,1.,1.,Bảo lãnh vay vốn,38,8.522.944,10.283.781,,38.0,8522944.0,10283781.0
2.,2.,2.,Cam kết giao dịch hồi đoái,,1.362.521,3.814.183,,,1362521.0,3814183.0
a.,a.,a.,Cam kết mua ngoại tệ,,769.295,2.816.946,,,769295.0,2816946.0
b.,b.,b.,Cam kết bán ngoại tệ,,593.226,997.237,,,593226.0,997237.0
3.,3.,3.,Cam kết trong nghiệp vụ L/C,38,109.854.527,121.081.198,,38.0,109854527.0,121081198.0
4.,4.,4.,Bảo lãnh khác,38,180.286.762,166.446.529,,38.0,180286762.0,166446529.0
5.,5.,5.,Cam kết khác,38,9.827.160,8.355.060,,38.0,9827160.0,8355060.0
6.,6.,6.,Lãi cho vay và phí phải thu chưa thu được,39,12.816.131,13.739.102,,39.0,12816131.0,13739102.0
7.,7.,7.,Nợ khó đòi đã xử lý,40,190.099.033,167.828.288,,40.0,190099033.0,167828288.0
a.,a.,a.,Nợ gốc của các khoản nợ khó đòi đã xử lý,,97.068.071,87.366.207,,,97068071.0,87366207.0
b.,b.,b.,Nợ lãi của các khoản nợ khó đòi đã xử lý,,93.030.962,80.462.081,,,93030962.0,80462081.0
8.,8.,8.,Tài sản và chứng từ khác,41,70.479.195,71.871.782,,41.0,70479195.0,71871782.0
