row_label_raw,row_label_full,Vốn điều lệ,Thặng dưvốn cố phân,Quỹ dự phòngtài chính,Quỹ dự trữ bổsung vốn điều lệ,Lợi nhuậnchưa phân phối,Tổng cộng,numeric__Thặng dưvốn cố phân,numeric__Quỹ dự phòngtài chính,numeric__Quỹ dự trữ bổsung vốn điều lệ,numeric__Lợi nhuậnchưa phân phối,numeric__Tổng cộng
Triệu VND50.585.239,Triệu VND50.585.239,Triệu VND50.585.239,Triệu VND14.292.382,Triệu VND6.141.340,Triệu VND3.088.388,Triệu VND6.910.242,Triệu VND81.017.591,,,,,
-,Triệu VND50.585.239 > -,-,-,-,-,18.063.825,18.063.825,,,,18063825.0,18063825.0
-,Triệu VND50.585.239 > -,-,-,-,11.270,(11.270),-,,,11270.0,-11270.0,
-,Triệu VND50.585.239 > -,-,-,1.806.141(981),903.071,(2.709.212),-,,,903071.0,-2709212.0,
-,Triệu VND50.585.239 > -,-,-,-,-,-,(981),,,,,-981.0
,,,,,,(2.300.700),(2.300.700),,,,-2300700.0,-2300700.0
-,Triệu VND50.585.239 > -,-,-,-,657,654,1.311,,,657.0,654.0,1311.0
50.585.239,Triệu VND50.585.239 > 50.585.239,50.585.239,14.292.382,7.946.500,4.003.386,19.953.539,96.781.046,14292382.0,7946500.0,4003386.0,19953539.0,96781046.0
