row_label_raw,row_label_full,col_0,Quá hạn,Không chịu rủi ro lãi suất do định giá lại,Kỳ thay đổi lãi suất,Kỳ thay đổi lãi suất_1,Kỳ thay đổi lãi suất_2,Kỳ thay đổi lãi suất_3,Kỳ thay đổi lãi suất_4,Kỳ thay đổi lãi suất_5,Tổng,numeric__Quá hạn,numeric__Không chịu rủi ro lãi suất do định giá lại,numeric__Kỳ thay đổi lãi suất,numeric__Kỳ thay đổi lãi suất_1,numeric__Kỳ thay đổi lãi suất_2,numeric__Kỳ thay đổi lãi suất_3,numeric__Kỳ thay đổi lãi suất_4,numeric__Kỳ thay đổi lãi suất_5,numeric__Tổng
,,,Quá hạn,Không chịu rủi ro lãi suất do định giá lại,Dưới 1 tháng,Từ 1 đến 3 tháng,Từ trên 3 tháng đến 6 tháng,Từ trên 6 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng,,,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,,
"Tiền mặt, vàng bạc, đá quý","Tài sản > Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",-,13.221.709,-,-,-,-,-,-,13.221.709,,13221709.0,,,,,,,13221709.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,106.304.480,-,-,-,-,-,-,106.304.480,,106304480.0,,,,,,,106304480.0
Tiền gửi và cho vay các TCTD khác (*),Tài sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),1.043,-,206.262.724,14.405.252,2.274.922,1.906.317,-,-,224.850.258,1043.0,,206262724.0,14405252.0,2274922.0,1906317.0,,,224850258.0
Chứng khoán kinh doanh (*),Tài sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,5.104,10.547,15.311,31.132,-,-,62.094,,,5104.0,10547.0,15311.0,31132.0,,,62094.0
Các công cụ tài chính phải sinh và các tài sản tài chính khác,Tài sản > Các công cụ tài chính phải sinh và các tài sản tài chính khác,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,667.924,265.882,49.717,55.690,(845),-,1.038.368,,,667924.0,265882.0,49717.0,55690.0,-845.0,,1038368.0
Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Tài sản > Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),Cho vay khách hàng và trái phiếu doanh nghiệp chưa niêm yết (*),12.153.172,888.740,361.646.897,512.170.389,421.583.345,161.475.787,29.327.524,1.580.342,1.500.826.196,12153172.0,888740.0,361646897.0,512170389.0,421583345.0,161475787.0,29327524.0,1580342.0,1500826196.0
Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Tài sản > Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),Chứng khoán đầu tư (không bao gồm trái phiếu doanh nghiệp chưa niêm yết) (*),-,4.889.462,3.096.289,15.050.884,19.502.171,22.486.103,82.845.748,73.407.735,221.278.392,,4889462.0,3096289.0,15050884.0,19502171.0,22486103.0,82845748.0,73407735.0,221278392.0
"Gốp vốn, đầu tư dài hạn (*)","Tài sản > Gốp vốn, đầu tư dài hạn (*)","Gốp vốn, đầu tư dài hạn (*)",-,8.118.623,-,-,-,-,-,-,8.118.623,,8118623.0,,,,,,,8118623.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,9.732.206,-,-,-,-,-,-,9.732.206,,9732206.0,,,,,,,9732206.0
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),428.730,32.706.300,-,-,-,-,-,-,33.135.030,428730.0,32706300.0,,,,,,,33135030.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,12.582.945,175.861.520,571.678.938,541.902.954,443.425.466,185.955.029,112.172.427,74.988.077,2.118.567.356,12582945.0,175861520.0,571678938.0,541902954.0,443425466.0,185955029.0,112172427.0,74988077.0,2118567356.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,283.338.261,16.218.868,12.767.456,6.671.150,149.500,199.036,319.344.271,,,283338261.0,16218868.0,12767456.0,6671150.0,149500.0,199036.0,319344271.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,529.893.249,221.967.001,290.095.883,395.037.077,19.816.892,-,1.456.810.102,,,529893249.0,221967001.0,290095883.0,395037077.0,19816892.0,,1456810102.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,9.119.818,1.700.174,2.265.551,21.347,110.336,20.400,13.237.626,,,9119818.0,1700174.0,2265551.0,21347.0,110336.0,20400.0,13237626.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,4.917.097,30.617.079,50.696.143,59.010.439,5.564.482,6.376.541,157.181.781,,,4917097.0,30617079.0,50696143.0,59010439.0,5564482.0,6376541.0,157181781.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,36.825.451,-,-,-,-,-,-,36.825.451,,36825451.0,,,,,,,36825451.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,36.825.451,827.268.425,270.503.122,355.825.033,460.740.013,25.641.210,6.595.977,1.983.399.231,,36825451.0,827268425.0,270503122.0,355825033.0,460740013.0,25641210.0,6595977.0,1983399231.0
Mức chênh nhạy cảm với lãi suất nội bằng,Nợ phải trả > Mức chênh nhạy cảm với lãi suất nội bằng,Mức chênh nhạy cảm với lãi suất nội bằng,12.582.945,139.036.069,(255.589.487),271.399.832,87.600.433,(274.784.984),86.531.217,68.392.100,135.168.125,12582945.0,139036069.0,-255589487.0,271399832.0,87600433.0,-274784984.0,86531217.0,68392100.0,135168125.0
