row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng
Tài sản Có khác (*),Tài sản > Tài sản Có khác (*),Tài sản Có khác (*),428.730,-,19.309.788,3.311.447,8.394.525,1.425.506,265.034,33.135.030,428730.0,,19309788.0,3311447.0,8394525.0,1425506.0,265034.0,33135030.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,8.241.484,4.341.461,434.682.685,369.602.659,669.321.306,303.715.030,328.662.731,2.118.567.356,8241484.0,4341461.0,434682685.0,369602659.0,669321306.0,303715030.0,328662731.0,2118567356.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Tiền gửi và vay từ NHNN và các TCTD khác,Nợ phải trả > Tiền gửi và vay từ NHNN và các TCTD khác,Tiền gửi và vay từ NHNN và các TCTD khác,-,-,276.772.984,12.759.154,29.501.208,181.911,129.014,319.344.271,,,276772984.0,12759154.0,29501208.0,181911.0,129014.0,319344271.0
Tiền gửi của khách hàng,Nợ phải trả > Tiền gửi của khách hàng,Tiền gửi của khách hàng,-,-,300.544.855,235.886.800,747.702.919,172.675.528,-,1.456.810.102,,,300544855.0,235886800.0,747702919.0,172675528.0,,1456810102.0
"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Nợ phải trả > Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",-,-,21.735,89.051,857.369,5.875.162,6.394.309,13.237.626,,,21735.0,89051.0,857369.0,5875162.0,6394309.0,13237626.0
Phát hành giấy tờ có giá,Nợ phải trả > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,-,-,2.707.991,30.517.078,73.284.229,5.564.446,45.108.037,157.181.781,,,2707991.0,30517078.0,73284229.0,5564446.0,45108037.0,157181781.0
Các khoản nợ khác,Nợ phải trả > Các khoản nợ khác,Các khoản nợ khác,-,-,1.717.271,8.458.012,25.297.857,1.351.165,1.146,36.825.451,,,1717271.0,8458012.0,25297857.0,1351165.0,1146.0,36825451.0
Tổng nợ phải trả,Nợ phải trả > Tổng nợ phải trả,Tổng nợ phải trả,-,-,581.764.836,287.710.095,876.643.582,185.648.212,51.632.506,1.983.399.231,,,581764836.0,287710095.0,876643582.0,185648212.0,51632506.0,1983399231.0
Mức chênh thanh khoản ròng,Nợ phải trả > Mức chênh thanh khoản ròng,Mức chênh thanh khoản ròng,8.241.484,4.341.461,(147.082.151),81.892.564,(207.322.276),118.066.818,277.030.225,135.168.125,8241484.0,4341461.0,-147082151.0,81892564.0,-207322276.0,118066818.0,277030225.0,135168125.0
