row_label_raw,row_label_full,col_0,Dự phòng cụ thể,Dự phòng chung,Tổng cộng,numeric__Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,9.578.356,8.341.699,17.920.055,9578356.0,8341699.0,17920055.0
Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,Số trích lập dự phòng trong năm,27.335.538,1.516.341,28.851.879,27335538.0,1516341.0,28851879.0
"Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm","Số dự phòng đã sử dụng để xử lý rủi ro (""XLRR"") trong năm",(18.679.455),-,(18.679.455),-18679455.0,,-18679455.0
Khác,Khác,Khác,-,(205),(205),,-205.0,-205.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,18.234.439,9.857.835,28.092.274,18234439.0,9857835.0,28092274.0
