row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 878.298.012.038 > 1.647.628.793.366 > 2.772.061.515.118 > 1.702.774.458.916,Số đầu nămVND > 692.148.321.980 > 788.716.008.660 > 908.872.000.170 > 27.564.530.579,numeric__Số cuối nămVND > 878.298.012.038 > 1.647.628.793.366 > 2.772.061.515.118 > 1.702.774.458.916,numeric__Số đầu nămVND > 692.148.321.980 > 788.716.008.660 > 908.872.000.170 > 27.564.530.579
,,,7.000.762.779.438,2.417.300.861.389,7000762779438.0,2417300861389.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,878.298.012.038,692.148.321.980,878298012038.0,692148321980.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,6.122.464.767.400,1.725.152.539.409,6122464767400.0,1725152539409.0
