row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,49.184.431.327,1.032.574.896.982,49184431327.0,1032574896982.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,32.846.671.816,100.118.497.893,32846671816.0,100118497893.0
Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,15.591.998.225,44.567.428.014,15591998225.0,44567428014.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,120.000.000,120.000.000,120000000.0,120000000.0
Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,Công ty TNHH MTV Năng lượng GELEX Ninh Thuận,625.761.286,-,625761286.0,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,-,887.768.971.075,,887768971075.0
Giá trị mua hàng và dịch vụ cung cấp,Giá trị mua hàng và dịch vụ cung cấp,Giá trị mua hàng và dịch vụ cung cấp,5.405.591.825.717,3.060.423.465.644,5405591825717.0,3060423465644.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,5.318.201.022.246,2.774.275.949.925,5318201022246.0,2774275949925.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,85.829.677.987,223.233.426.770,85829677987.0,223233426770.0
Công ty Chứng khoán VIX,Công ty Chứng khoán VIX,Công ty Chứng khoán VIX,1.039.125.484,224.661.465,1039125484.0,224661465.0
Công ty TNHH MTV Phát điện GELEX,Công ty TNHH MTV Phát điện GELEX,Công ty TNHH MTV Phát điện GELEX,522.000.000,-,522000000.0,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,-,62.689.427.484,,62689427484.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",107.942.205.500,122.459.744.500,107942205500.0,122459744500.0
Tổng Công ty Viglacera - CTCP,Tổng Công ty Viglacera - CTCP,Tổng Công ty Viglacera - CTCP,95.810.000.000,95.810.000.000,95810000000.0,95810000000.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,12.132.205.500,10.549.744.500,12132205500.0,10549744500.0
Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,-,16.100.000.000,,16100000000.0
Cổ tức đã trả,Cổ tức đã trả,Cổ tức đã trả,110.932.800.000,427.487.522.000,110932800000.0,427487522000.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,110.932.800.000,427.487.522.000,110932800000.0,427487522000.0
"Thu quỹ khen thưởng, phúc lợi","Thu quỹ khen thưởng, phúc lợi","Thu quỹ khen thưởng, phúc lợi",193.119.910,1.948.756.763,193119910.0,1948756763.0
Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,Công ty TNHH S.A.S - CTAMAD,193.119.910,1.948.756.763,193119910.0,1948756763.0
Bán trái phiếu,Bán trái phiếu,Bán trái phiếu,46.695.671.340,22.675.068.504,46695671340.0,22675068504.0
Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,46.695.671.340,22.675.068.504,46695671340.0,22675068504.0
