row_label_raw,row_label_full,Công ty Cổ phần Xây dựng Kinex Việt Nam,Số cuối nămVND > 46.901.196.000,Số đầu nămVND > 5.231.610.000,numeric__Số cuối nămVND > 46.901.196.000,numeric__Số đầu nămVND > 5.231.610.000
GERALD METALS SARL,GERALD METALS SARL,GERALD METALS SARL,-,15.704.028.569,,15704028569.0
Các khoản trả trước khác,Các khoản trả trước khác,Các khoản trả trước khác,81.398.315.312,80.257.503.586,81398315312.0,80257503586.0
,,,128.299.511.312,101.193.142.155,128299511312.0,101193142155.0
