row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,17.136.396.187.466,10.759.535.200.290,,300.0,,17136396187466.0,10759535200290.0
I.,I.,I.,Nợ ngắn hạn,310,,10.923.217.163.650,8.897.625.979.741,,310.0,,10923217163650.0,8897625979741.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,19 /,2.804.641.003.738,2.583.971.789.508,,311.0,,2804641003738.0,2583971789508.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,20 /,377.174.341.347,301.264.896.551,,312.0,,377174341347.0,301264896551.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,21 /,71.085.559.607,92.083.935.759,,313.0,,71085559607.0,92083935759.0
4.,4.,4.,Phải trả người lao động,314,,120.272.570.238,150.227.439.834,,314.0,,120272570238.0,150227439834.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,22 /,98.282.844.852,70.347.309.804,,315.0,,98282844852.0,70347309804.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,11.253.467.576,15.134.697.248,,318.0,,11253467576.0,15134697248.0
7.,7.,7.,Phải trả ngắn hạn khác,319,23 /,1.938.077.205.658,1.631.133.135.525,,319.0,,1938077205658.0,1631133135525.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,24 /,5.369.748.183.845,3.946.853.714.976,,320.0,,5369748183845.0,3946853714976.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,26 /,98.864.231.183,70.857.894.606,,321.0,,98864231183.0,70857894606.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,33.817.755.606,35.751.165.930,,322.0,,33817755606.0,35751165930.0
II.,II.,II.,Nợ dài hạn,330,,6.213.179.023.816,1.861.909.220.549,,330.0,,6213179023816.0,1861909220549.0
1.,1.,1.,Phải trả người bán dài hạn,331,19 /,9.259.078.400,72.620.064.000,,331.0,,9259078400.0,72620064000.0
2.,2.,2.,Phải trả dài hạn khác,337,,707.300.000,423.300.000,,337.0,,707300000.0,423300000.0
3.,3.,3.,Vay và nợ thuê tài chính dài hạn,338,25 /,6.113.922.911.348,1.702.201.501.316,,338.0,,6113922911348.0,1702201501316.0
4.,4.,4.,Thuế thu nhập hoãn lại phải trả,341,27 /,7.598.440.505,5.892.615.447,,341.0,,7598440505.0,5892615447.0
5.,5.,5.,Dự phòng phải trả dài hạn,342,26 /,81.691.293.563,80.771.739.786,,342.0,,81691293563.0,80771739786.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,5.987.393.092.936,3.638.846.688.556,,400.0,,5987393092936.0,3638846688556.0
I.,I.,I.,Vốn chủ sở hữu,410,28,5.983.526.045.666,3.634.110.530.182,,410.0,28.0,5983526045666.0,3634110530182.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.000.000.000.000,2.218.700.000.000,,411.0,,3000000000000.0,2218700000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.000.000.000.000,2.218.700.000.000,,,,3000000000000.0,2218700000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,835.287.500.000,-,,412.0,,835287500000.0,
3.,3.,3.,Quỹ đầu tư phát triển,418,,5.000.000.000,5.000.000.000,,418.0,,5000000000.0,5000000000.0
4.,4.,4.,Quỹ khác thuộc vốn chủ sở hữu,420,,525.863.463.548,464.368.621.259,,420.0,,525863463548.0,464368621259.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,858.116.806.206,425.614.619.273,,421.0,,858116806206.0,425614619273.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kể đến cuối năm trước,421a,,387.046.888.398,74.147.984.972,,,,387046888398.0,74147984972.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,471.069.917.808,351.466.634.301,,,,471069917808.0,351466634301.0
6.,6.,6.,Lợi ích của cổ đông không kiểm soát,429,,759.258.275.912,520.427.289.650,,429.0,,759258275912.0,520427289650.0
II.,II.,II.,Nguồn kinh phí và quỹ khác,430,,3.867.047.270,4.736.158.374,,430.0,,3867047270.0,4736158374.0
1.,1.,1.,Nguồn kinh phí đã hình thành tài sản cố định,432,,3.867.047.270,4.736.158.374,,432.0,,3867047270.0,4736158374.0
