row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",192.741.422.014,328.869.719.604,192741422014.0,328869719604.0
Cổ tức đã chuyển VSD thanh toán cho cổ đông,Cổ tức đã chuyển VSD thanh toán cho cổ đông,Cổ tức đã chuyển VSD thanh toán cho cổ đông,39.464.599.000,-,39464599000.0,
Phải thu do điều chỉnh giá nhập nguyên vật liệu,Phải thu do điều chỉnh giá nhập nguyên vật liệu,Phải thu do điều chỉnh giá nhập nguyên vật liệu,35.480.287.182,-,35480287182.0,
Phải thu về bán cổ phiếu quỹ tại công ty con,Phải thu về bán cổ phiếu quỹ tại công ty con,Phải thu về bán cổ phiếu quỹ tại công ty con,27.530.422.420,-,27530422420.0,
Tạm ứng,Tạm ứng,Tạm ứng,20.461.929.296,36.277.396.900,20461929296.0,36277396900.0
"Phải thu về tiền lãi tiền gửi, cho vay","Phải thu về tiền lãi tiền gửi, cho vay","Phải thu về tiền lãi tiền gửi, cho vay",16.958.235.686,9.339.520.667,16958235686.0,9339520667.0
Phải thu đặt cọc mua cổ phần,Phải thu đặt cọc mua cổ phần,Phải thu đặt cọc mua cổ phần,-,586.093.950.000,,586093950000.0
Phải thu về lãi ký quỹ,Phải thu về lãi ký quỹ,Phải thu về lãi ký quỹ,-,11.596.273.972,,11596273972.0
Phải thu khác,Phải thu khác,Phải thu khác,20.082.820.574,14.156.997.577,20082820574.0,14156997577.0
,,,352.719.716.172,986.333.858.720,352719716172.0,986333858720.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác các bên liên quan(Chi tiết tại Thuyết minh số 39),Trong đó: > Phải thu ngắn hạn khác các bên liên quan(Chi tiết tại Thuyết minh số 39),Phải thu ngắn hạn khác các bên liên quan(Chi tiết tại Thuyết minh số 39),4.315.714.530,171.596.273.972,4315714530.0,171596273972.0
