row_label_raw,row_label_full,Thuế giá trị gia tăng,Số phải thuđầu nămVND > -,Số phải nộpđầu nămVND > 32.476.705.250,Tăng do hợp nhấtkinh doanhVND > 3.050.007.701,Số phải nộptrong nămVND > 656.750.622.984,Số đã thực nộp/khẩu trừ trong nămVND > 675.964.769.059,Số phải thucuối nămVND > 52.885.996,Số phải nộpcuối nămVND > 16.365.452.872,numeric__Số phải thuđầu nămVND > -,numeric__Số phải nộpđầu nămVND > 32.476.705.250,numeric__Tăng do hợp nhấtkinh doanhVND > 3.050.007.701,numeric__Số phải nộptrong nămVND > 656.750.622.984,numeric__Số đã thực nộp/khẩu trừ trong nămVND > 675.964.769.059,numeric__Số phải thucuối nămVND > 52.885.996,numeric__Số phải nộpcuối nămVND > 16.365.452.872
"Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu","Thuế xuất khẩu, nhập khẩu",-,-,-,109.703.698.276,109.771.603.956,67.905.680,-,,,,109703698276.0,109771603956.0,67905680.0,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,19.954.537.612,55.397.772.734,1.209.545.428,177.214.821.316,166.198.892.303,347.925.072,48.016.634.635,19954537612.0,55397772734.0,1209545428.0,177214821316.0,166198892303.0,347925072.0,48016634635.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,3.913.052.736,40.660.978,23.237.275.554,29.438.401.510,4.931.931.885,2.684.519.643,,3913052736.0,40660978.0,23237275554.0,29438401510.0,4931931885.0,2684519643.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,-,1.996.975.675,6.289.865.969,6.979.253.975,-,1.307.587.669,,,1996975675.0,6289865969.0,6979253975.0,,1307587669.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",-,-,-,10.436.721.908,10.436.721.908,-,-,,,,10436721908.0,10436721908.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,142.462.889,296.405.039,-,746.214.574,649.786.802,32.054.058,282.423.980,142462889.0,296405039.0,,746214574.0,649786802.0,32054058.0,282423980.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,-,3.234.643.364,2.570.879.242,3.380.431.798,3.850.000,2.428.940.808,,,3234643364.0,2570879242.0,3380431798.0,3850000.0,2428940808.0
,,,20.097.000.501,92.083.935.759,9.531.833.146,986.950.099.823,1.002.819.861.311,5.436.552.691,71.085.559.607,20097000501.0,92083935759.0,9531833146.0,986950099823.0,1002819861311.0,5436552691.0,71085559607.0
