row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND,Số đầu năm > VND_1,Trong năm > Tăng do hợp nhất,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND,numeric__Số đầu năm > VND_1,numeric__Trong năm > Tăng do hợp nhất,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị
Trái phiếu phát hành (i),Trái phiếu phát hành (i),Trái phiếu phát hành (i),1.846.287.328.840,1.846.287.328.840,-,10.968.193.902,998.091.370.885,859.164.151.857,859.164.151.857,1846287328840.0,1846287328840.0,,10968193902.0,998091370885.0,859164151857.0,859164151857.0
Vay ngân hàng (ii),Vay ngân hàng (ii),Vay ngân hàng (ii),546.300.861.389,546.300.861.389,2.975.084.733.578,1.369.129.584.129,167.877.399.657,4.722.637.779.439,4.722.637.779.439,546300861389.0,546300861389.0,2975084733578.0,1369129584129.0,167877399657.0,4722637779439.0,4722637779439.0
Vay các bên liên quan (iii) (Chỉ tiết tại Thuyết minh số 39),Vay các bên liên quan (iii) (Chỉ tiết tại Thuyết minh số 39),Vay các bên liên quan (iii) (Chỉ tiết tại Thuyết minh số 39),-,-,617.343.750.000,800.000.000.000,9.218.750.000,1.408.125.000.000,1.408.125.000.000,,,617343750000.0,800000000000.0,9218750000.0,1408125000000.0,1408125000000.0
,,,2.392.588.190.229,2.392.588.190.229,3.592.428.483.578,2.180.097.778.031,1.175.187.520.542,6.989.926.931.296,6.989.926.931.296,2392588190229.0,2392588190229.0,3592428483578.0,2180097778031.0,1175187520542.0,6989926931296.0,6989926931296.0
