row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,12.312.424,10.036.448,,100.0,,12312424.0,10036448.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,2.884.680,4.101.549,,110.0,4.0,2884680.0,4101549.0
1.,1.,1.,Tiền,111,,2.884.680,4.051.549,,111.0,,2884680.0,4051549.0
2.,2.,2.,Các khoản tương đương tiền,112,,-,50.000,,112.0,,,50000.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,125.918,1.070.978,,120.0,,125918.0,1070978.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,5,125.918,1.070.978,,123.0,5.0,125918.0,1070978.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,2.016.405,1.612.789,,130.0,,2016405.0,1612789.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,1.674.317,1.460.717,,131.0,6.0,1674317.0,1460717.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,94.909,77.967,,132.0,,94909.0,77967.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,710.589,296.504,,136.0,7.0,710589.0,296504.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,8,(463.410),(222.399),,137.0,8.0,-463410.0,-222399.0
IV.,IV.,IV.,Hàng tồn kho,140,9,295.010,639.957,,140.0,9.0,295010.0,639957.0
1.,1.,1.,Hàng tồn kho,141,,295.010,639.957,,141.0,,295010.0,639957.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,6.990.411,2.611.175,,150.0,,6990411.0,2611175.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,83.717,72.562,,151.0,10.0,83717.0,72562.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,51.975,22.472,,152.0,,51975.0,22472.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,,721,721,,153.0,,721.0,721.0
4.,4.,4.,Tài sản ngắn hạn khác,155,15,6.853.998,2.515.420,,155.0,15.0,6853998.0,2515420.0
