row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Triệu VND > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Triệu VND > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Triệu VND > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Triệu VND > Số có khả năng trả nợ
Phải trả cho người bán là bên thứ ba,Phải trả cho người bán là bên thứ ba,Phải trả cho người bán là bên thứ ba,160.103,160.103,337.243,337.243,160103.0,160103.0,337243.0,337243.0
Phải trả cho các bên liên quan (Chi tiết tại Thuyết minh số 39),Phải trả cho các bên liên quan (Chi tiết tại Thuyết minh số 39),Phải trả cho các bên liên quan (Chi tiết tại Thuyết minh số 39),301.835,301.835,110.872,110.872,301835.0,301835.0,110872.0,110872.0
,,,461.938,461.938,448.115,448.115,461938.0,461938.0,448115.0,448115.0
