row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,Triệu VND,Triệu VND,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,,
Công ty Cổ phần Vinhomes,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Vinhomes,Công ty Cổ phần Vinhomes,385.964,383.337,385964.0,383337.0
Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Doanh thu bán hàng và cung cấp dịch vụ > Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,Công ty TNHH Kinh doanh Thương mại và Dịch vụ VinFast,255.177,242.786,255177.0,242786.0
Công ty Cổ phần Vinpearl,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Vinpearl,Công ty Cổ phần Vinpearl,176.764,84.722,176764.0,84722.0
Công ty Cổ phần Vinschool,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Vinschool,Công ty Cổ phần Vinschool,69.141,74.272,69141.0,74272.0
Công ty Cổ phần VinWonders Nha Trang,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần VinWonders Nha Trang,Công ty Cổ phần VinWonders Nha Trang,39.912,-,39912.0,
Công ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỷ,Doanh thu bán hàng và cung cấp dịch vụ > Công ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỷ,Công ty TNHH Thương mại Đầu tư và Phát triển Thiên Niên Kỷ,15.885,18.277,15885.0,18277.0
Công ty Cổ phần Di chuyển xanh và thông minh GSM,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Di chuyển xanh và thông minh GSM,Công ty Cổ phần Di chuyển xanh và thông minh GSM,16.699,-,16699.0,
Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Doanh thu bán hàng và cung cấp dịch vụ > Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,Công ty Cổ phần Đầu tư Xây dựng Thái Sơn,1.272,1.412,1272.0,1412.0
,,,960.814,804.806,960814.0,804806.0
