row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,42.913.731,37.617.283,,200.0,,42913731.0,37617283.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,19.258,12.169,,210.0,,19258.0,12169.0
1.,1.,1.,Phải thu dài hạn khác,216,7,19.258,12.169,,216.0,7.0,19258.0,12169.0
II.,II.,II.,Tài sản cố định,220,,221.394,413.363,,220.0,,221394.0,413363.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,202.635,387.335,,221.0,11.0,202635.0,387335.0
,,,- Nguyên giá,222,,479.991,634.850,,222.0,,479991.0,634850.0
,,,- Giá trị hao mòn lũy kế,223,,(277.356),(247.515),,223.0,,-277356.0,-247515.0
2.,2.,2.,Tài sản cố định vô hình,227,12,18.759,26.028,,227.0,12.0,18759.0,26028.0
,,,- Nguyên giá,228,,88.456,85.563,,228.0,,88456.0,85563.0
,,,- Giá trị hao mòn lũy kế,229,,(69.697),(59.535),,229.0,,-69697.0,-59535.0
III.,III.,III.,Bất động sản đầu tư,230,13,27.084.397,25.179.848,,230.0,13.0,27084397.0,25179848.0
,,,- Nguyên giá,231,,38.354.003,35.182.435,,231.0,,38354003.0,35182435.0
,,,- Giá trị hao mòn lũy kế,232,,(11.269.606),(10.002.587),,232.0,,-11269606.0,-10002587.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,801.624,1.028.319,,240.0,,801624.0,1028319.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,801.624,1.028.319,,242.0,14.0,801624.0,1028319.0
V.,V.,V.,Tài sản dài hạn khác,260,,14.787.058,10.983.584,,260.0,,14787058.0,10983584.0
1.,1.,1.,Chi phí trả trước dài hạn,261,10,433.005,452.965,,261.0,10.0,433005.0,452965.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,25,106.787,65.598,,262.0,25.0,106787.0,65598.0
3.,3.,3.,Tài sản dài hạn khác,268,15,14.197.937,10.346.408,,268.0,15.0,14197937.0,10346408.0
4.,4.,4.,Lợi thế thương mại,269,16,49.329,118.613,,269.0,16.0,49329.0,118613.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,55.226.155,47.653.731,,270.0,,55226155.0,47653731.0
