row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,29,8.939.117,9.791.335,,1.0,29.0,8939117.0,9791335.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,29,8.939.117,9.791.335,,10.0,29.0,8939117.0,9791335.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,30,4.183.725,4.445.450,,11.0,30.0,4183725.0,4445450.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,4.755.392,5.345.885,,20.0,,4755392.0,5345885.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,32,1.785.771,1.146.339,,21.0,32.0,1785771.0,1146339.0
6.,6.,6.,Chi phí tài chính,22,33,838.090,330.426,,22.0,33.0,838090.0,330426.0
,,,- Chi phí lãi vay và chi phí phát hành liên quan,23,,566.101,330.426,,23.0,,566101.0,330426.0
7.,7.,7.,Chi phí bán hàng,25,34,341.019,341.268,,25.0,34.0,341019.0,341268.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,34,641.775,438.650,,26.0,34.0,641775.0,438650.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,4.720.279,5.381.880,,30.0,,4720279.0,5381880.0
10.,10.,10.,Thu nhập khác,31,35,464.749,212.434,,31.0,35.0,464749.0,212434.0
11.,11.,11.,Chi phí khác,32,,51.699,68.227,,32.0,,51699.0,68227.0
12.,12.,12.,Lợi nhuận khác (40=31-32),40,,413.050,144.207,,40.0,,413050.0,144207.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,5.133.329,5.526.087,,50.0,,5133329.0,5526087.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,36,1.080.562,1.111.151,,51.0,36.0,1080562.0,1111151.0
15.,15.,15.,(Thu nhập)/Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,36,(43.013),6.128,,52.0,36.0,-43013.0,6128.0
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,4.095.780,4.408.808,,60.0,,4095780.0,4408808.0
,,,Trong đó:,,,,,,,,,
,,,Lợi nhuận sau thuế của Công ty mẹ,61,,4.095.780,4.408.600,,61.0,,4095780.0,4408600.0
,,,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,208,,62.0,,,208.0
17.,17.,17.,Lãi cơ bản trên cổ phiếu,70,37,1.803,1.940,,70.0,37.0,1803.0,1940.0
