row_label_raw,row_label_full,col_0,Ảnh hưởng đến lợi nhuận sau thuế Tăng/(giảm)Triệu VND,numeric__Ảnh hưởng đến lợi nhuận sau thuế Tăng/(giảm)Triệu VND
Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,Ngày 31 tháng 12 năm 2024,
USD (mạnh lên 5%),Ngày 31 tháng 12 năm 2024 > USD (mạnh lên 5%),USD (mạnh lên 5%),4.384,4384.0
EUR (yếu đi 1%),Ngày 31 tháng 12 năm 2024 > EUR (yếu đi 1%),EUR (yếu đi 1%),(7),-7.0
SJC (mạnh lên 14%),Ngày 31 tháng 12 năm 2024 > SJC (mạnh lên 14%),SJC (mạnh lên 14%),6.863,6863.0
Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023,
USD (mạnh lên 2%),Ngày 31 tháng 12 năm 2023 > USD (mạnh lên 2%),USD (mạnh lên 2%),57.822,57822.0
EUR (mạnh lên 7%),Ngày 31 tháng 12 năm 2023 > EUR (mạnh lên 7%),EUR (mạnh lên 7%),28,28.0
SJC (mạnh lên 11%),Ngày 31 tháng 12 năm 2023 > SJC (mạnh lên 11%),SJC (mạnh lên 11%),6.096,6096.0
