row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2024 Triệu VND,31/12/2023 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2024 Triệu VND,numeric__31/12/2023 Triệu VND
CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,,,,
1,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 1,1,Bảo lãnh vay vốn,33,136.601,31.120,,33.0,136601.0,31120.0
2,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 2,2,Cam kết giao dịch hồi đoái Trong đó:,33,96.982.516,122.663.800,,33.0,96982516.0,122663800.0
2,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 2,2,▪ Cam kết mua ngoại tệ,,2.872.223,449.709,,,2872223.0,449709.0
2,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 2,2,▪ Cam kết bán ngoại tệ,,1.060.117,1.103.464,,,1060117.0,1103464.0
2,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 2,2,▪ Cam kết giao dịch hoán đổi tiền tệ,,93.050.176,121.110.627,,,93050176.0,121110627.0
4,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 4,4,Cam kết trong nghiệp vụ L/C,33,7.781.071,7.075.433,,33.0,7781071.0,7075433.0
5,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 5,5,Bảo lãnh khác,33,12.004.614,11.272.335,,33.0,12004614.0,11272335.0
6,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 6,6,Lãi cho vay và phí phải thu chưa thu được,34,31.648.837,30.316.980,,34.0,31648837.0,30316980.0
7,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 7,7,Nợ khó đòi đã xử lý,35,8.851.468,6.491.921,,35.0,8851468.0,6491921.0
8,CÁC CHÌ TIÊU NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN > 8,8,Tài sản và chứng từ khác,36,78.459.452,83.996.550,,36.0,78459452.0,83996550.0
