row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2024,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2024) > Tài sảnTriệu VND,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2024) > Nợ phải trảTriệu VND,numeric__Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2024) > Tài sảnTriệu VND,numeric__Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2024) > Nợ phải trảTriệu VND
Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,3.018.96246.344.158,-,8.18745.820,301896246344158.0,,818745820.0
,,,49.363.120,-,54.007,49363120.0,,54007.0
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND,Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023),Tổng giá trị ghi số kế toán (theo tỷ giá tại ngày 31 tháng 12 năm 2023),,,
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tổng giá trị của hợp đồng (theo tỷ giá ngày hiệu lực hợp đồng)Triệu VND,Tài sảnTriệu VND,Nợ phải trảTriệu VND,,,
Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Tại ngày 31 tháng 12 năm 2023 > Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,Công cụ tài chính phải sinh tiền tệ▪ Giao dịch kỳ hạn tiền tệ▪ Giao dịch hoán đổi tiền tệ,1.499.69659.381.589,-,8.80782.652,149969659381589.0,,880782652.0
,,,60.881.285,-,91.459,60881285.0,,91459.0
