row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2024 Triệu VND,31/12/2023 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2024 Triệu VND,numeric__31/12/2023 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng bạc, đá quý",4,7.948.136,7.256.184,,4.0,7948136.0,7256184.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,15.773.101,11.411.883,,5.0,15773101.0,11411883.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,92.252.625,53.778.903,,6.0,92252625.0,53778903.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,80.560.581,49.908.903,,,80560581.0,49908903.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,11.692.044,3.870.000,,,11692044.0,3870000.0
VI,A > VI,VI,Cho vay khách hàng,,518.699.691,465.251.667,,,518699691.0,465251667.0
1,A > 1,1,Cho vay khách hàng,8,526.765.206,471.855.680,,8.0,526765206.0,471855680.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(8.065.515),(6.604.013),,9.0,-8065515.0,-6604013.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,85.638.228,74.624.402,,10.0,85638228.0,74624402.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,23.545.019,22.551.092,,,23545019.0,22551092.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,75.363.197,66.688.978,,,75363197.0,66688978.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(13.269.988),(14.615.668),,,-13269988.0,-14615668.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,3.614.879,3.276.379,,11.0,3614879.0,3276379.0
1,A > 1,1,Đầu tư vào công ty con,,4.093.172,3.793.172,,,4093172.0,3793172.0
4,A > 4,4,Đầu tư dài hạn khác,,96.642,97.014,,,96642.0,97014.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(574.935),(613.807),,,-574935.0,-613807.0
X,A > X,X,Tài sản cố định,,7.133.243,7.091.558,,,7133243.0,7091558.0
1,A > 1,1,Tài sản cố định hữu hình,12,4.194.528,4.152.009,,12.0,4194528.0,4152009.0
\( a \),A > \( a \),\( a \),Nguyễn giá,,8.374.796,7.913.764,,,8374796.0,7913764.0
\( b \),A > \( b \),\( b \),Giá trị hao mòn lũy kế,,(4.180.268),(3.761.755),,,-4180268.0,-3761755.0
3,A > 3,3,Tài sản cố định vô hình,13,2.938.715,2.939.549,,13.0,2938715.0,2939549.0
\( a \),A > \( a \),\( a \),Nguyễn giá,,4.894.890,4.656.127,,,4894890.0,4656127.0
\( b \),A > \( b \),\( b \),Giá trị hao mòn lũy kế,,(1.956.175),(1.716.578),,,-1956175.0,-1716578.0
XII,A > XII,XII,Tài sản Có khác,,9.983.218,46.238.686,,,9983218.0,46238686.0
1,A > 1,1,Các khoản phải thu,14(a),6.342.011,41.796.708,,,6342011.0,41796708.0
2,A > 2,2,"Các khoản lãi, phí phải thu",14(b),5.200.168,5.667.006,,,5200168.0,5667006.0
3,A > 3,3,Tài sản thuế thu nhập doanh nghiệp hoãn lại,,615.134,446.415,,,615134.0,446415.0
4,A > 4,4,Tài sản Có khác,14(c),1.334.781,1.206.846,,,1334781.0,1206846.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,14(d),(3.508.876),(2.878.289),,,-3508876.0,-2878289.0
,,,TỔNG TÀI SẢN,,741.043.121,668.929.662,,,741043121.0,668929662.0
