row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,31/12/2019Triệu VND,numeric__31/12/2020Triệu VND,numeric__31/12/2019Triệu VND
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng VND,Tiền gửi không kỳ hạn bằng VND,12.589.235,31.141.297,12589235.0,31141297.0
Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn > Tiền gửi không kỳ hạn bằng ngoại tệ,Tiền gửi không kỳ hạn bằng ngoại tệ,2.242.814,685.284,2242814.0,685284.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,13.848.050,956.800,13848050.0,956800.0
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn > Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,2.473.840,833.857,2473840.0,833857.0
Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,Cho vay các tổ chức tín dụng (“TCTD”) khác,,
Cho vay bằng VND,Cho vay các tổ chức tín dụng (“TCTD”) khác > Cho vay bằng VND,Cho vay bằng VND,676,-,676.0,
Cho vay bằng ngoại tệ khác,Cho vay các tổ chức tín dụng (“TCTD”) khác > Cho vay bằng ngoại tệ khác,Cho vay bằng ngoại tệ khác,95.899,91.252,95899.0,91252.0
,,,31.250.514,33.708.490,31250514.0,33708490.0
