row_label_raw,row_label_full,col_0,31/12/2020Triệu VND,%,31/12/2019Triệu VND,%_1,numeric__31/12/2020Triệu VND,numeric__%,numeric__31/12/2019Triệu VND,numeric__%_1
"Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác","Bán buôn, bán lẻ; sửa chữa ô tô, xe máy và xe có động cơ khác",68.944.538,"22,56",44.733.777,"16,87",68944538.0,22.56,44733777.0,16.87
"Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản","Nông lâm nghiệp, thủy sản",51.075.031,"16,71",43.243.886,"16,31",51075031.0,16.71,43243886.0,16.31
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",42.392.388,"13,87",39.292.368,"14,82",42392388.0,13.87,39292368.0,14.82
Xây dựng,Xây dựng,Xây dựng,42.258.279,"13,83",36.771.735,"13,87",42258279.0,13.83,36771735.0,13.87
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,23.671.149,"7,74",22.302.690,"8,41",23671149.0,7.74,22302690.0,8.41
"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hòa không khí",16.883.004,"5,52",18.262.849,"6,89",16883004.0,5.52,18262849.0,6.89
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",7.780.208,"2,55",4.438.261,"1,67",7780208.0,2.55,4438261.0,1.67
Khai khoáng,Khai khoáng,Khai khoáng,2.638.804,"0,86",3.225.156,"1,22",2638804.0,0.86,3225156.0,1.22
"Vận tải, kho bãi","Vận tải, kho bãi","Vận tải, kho bãi",4.257.505,"1,39",2.379.839,"0,90",4257505.0,1.39,2379839.0,0.9
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,1.775.533,"0,58",1.696.564,"0,64",1775533.0,0.58,1696564.0,0.64
"Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm","Hoạt động tài chính, bảo hiểm",1.139.964,"0,37",1.542.296,"0,58",1139964.0,0.37,1542296.0,0.58
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,138.481,"0,05",507.655,"0,19",138481.0,0.05,507655.0,0.19
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,398.846,"0,13",414.001,"0,16",398846.0,0.13,414001.0,0.16
"Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải","Cung cấp nước, quản lý và xử lý rác thải, nước thải",197.529,"0,06",211.064,"0,08",197529.0,0.06,211064.0,0.08
"Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí","Nghệ thuật, vui chơi, giải trí",92.479,"0,03",121.841,"0,05",92479.0,0.03,121841.0,0.05
"Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",72.447,"0,02",103.752,"0,04",72447.0,0.02,103752.0,0.04
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,67.171,"0,02",74.934,"0,03",67171.0,0.02,74934.0,0.03
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,275.261,"0,09",226.017,"0,09",275261.0,0.09,226017.0,0.09
"Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng, tổ chức chính trị xã hội, quản lý Nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc",35.173,"0,01",19.346,"0,01",35173.0,0.01,19346.0,0.01
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,41.543.520,"13,61",45.593.645,"17,17",41543520.0,13.61,45593645.0,17.17
,,,305.637.310,"100,00",265.161.676,"100,00",305637310.0,100.0,265161676.0,100.0
