row_label_raw,row_label_full,col_0,2020Triệu VND,2019Triệu VND,numeric__2020Triệu VND,numeric__2019Triệu VND
Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,Doanh thu từ kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Doanh thu từ kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,483.015,697.165,483015.0,697165.0
Các công cụ phải sinh tiền tệ,Doanh thu từ kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,599.932,731.084,599932.0,731084.0
Thu nhập kinh doanh vàng,Doanh thu từ kinh doanh ngoại hối > Thu nhập kinh doanh vàng,Thu nhập kinh doanh vàng,385,90,385.0,90.0
,,,1.083.332,1.428.339,1083332.0,1428339.0
Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối,,
Hợp đồng tiền tệ giao ngay,Chi phí về kinh doanh ngoại hối > Hợp đồng tiền tệ giao ngay,Hợp đồng tiền tệ giao ngay,470.692,583.461,470692.0,583461.0
Các công cụ phải sinh tiền tệ,Chi phí về kinh doanh ngoại hối > Các công cụ phải sinh tiền tệ,Các công cụ phải sinh tiền tệ,487.685,688.584,487685.0,688584.0
Chi phí kinh doanh vàng,Chi phí về kinh doanh ngoại hối > Chi phí kinh doanh vàng,Chi phí kinh doanh vàng,242,22,242.0,22.0
,,,958.619,1.272.067,958619.0,1272067.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Chi phí về kinh doanh ngoại hối > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,124.713,156.272,124713.0,156272.0
