row_label_raw,row_label_full,col_0,Tỷ giá ngày > 31/12/2020 VND,Tỷ giá ngày > 31/12/2019 VND,numeric__Tỷ giá ngày > 31/12/2020 VND,numeric__Tỷ giá ngày > 31/12/2019 VND
USD,USD,USD,23.120,23.165,23120.0,23165.0
EUR,EUR,EUR,28.391,25.987,28391.0,25987.0
GBP,GBP,GBP,31.591,30.482,31591.0,30482.0
CHF,CHF,CHF,26.225,23.931,26225.0,23931.0
JPY,JPY,JPY,224,213,224.0,213.0
SGD,SGD,SGD,17.481,17.220,17481.0,17220.0
AUD,AUD,AUD,17.831,16.246,17831.0,16246.0
HKD,HKD,HKD,2.982,2.976,2982.0,2976.0
CAD,CAD,CAD,18.139,17.785,18139.0,17785.0
LAK,LAK,LAK,"2,487","2,607",2.487,2.607
THB,THB,THB,"770,0","778,7",770.0,778.7
