row_label_raw,row_label_full,col_0,Dự phòng rủi ro các khoản ủy thác đầu tư (*)Triệu VND,Dự phòng rủi ro các tài sản Có khácTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng rủi ro các khoản ủy thác đầu tư (*)Triệu VND,numeric__Dự phòng rủi ro các tài sản Có khácTriệu VND,numeric__Tổng cộngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,616.400,36.816,653.216,616400.0,36816.0,653216.0
Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,Dự phòng trích lập trong năm,759.853,37.293,797.146,759853.0,37293.0,797146.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(934.295),(3.890),(938.185),-934295.0,-3890.0,-938185.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,441.958,70.219,512.177,441958.0,70219.0,512177.0
