row_label_raw,row_label_full,"Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Tại ngày ngày 31 tháng 12 năm 2019","Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Miền BắcTriệu VND","Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Miền TrungTriệu VND","Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Miền NamTriệu VND","Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Nước ngoàiTriệu VND","Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Tổng cộngTriệu VND","numeric__Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Miền BắcTriệu VND","numeric__Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Miền TrungTriệu VND","numeric__Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Miền NamTriệu VND","numeric__Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Nước ngoàiTriệu VND","numeric__Ngân hàng Thương mại Cổ phần Sài Gòn - Hà NộiSố 77 Trần Hưng Đạo, Quận Hoàn Kiểm, Hà Nội, Việt NamThuyết minh báo cáo tài chính hợp nhất cho năm kết thúc ngày 31 tháng 12 năm 2020 (tiếp theo) > Tổng cộngTriệu VND"
Tiền mặt và vàng,Tiền mặt và vàng,Tiền mặt và vàng,1.223.974,146.587,308.547,75.693,1.754.801,1223974.0,146587.0,308547.0,75693.0,1754801.0
Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,Tiền gửi tại NHNNVN,9.207.302,11.502,4.132,940.308,10.163.244,9207302.0,11502.0,4132.0,940308.0,10163244.0
Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,Tiền gửi và cho vay các tổ chức tín dụng khác,33.106.986,3.090,2.667,595.747,33.708.490,33106986.0,3090.0,2667.0,595747.0,33708490.0
Chứng khoán kinh doanh,Chứng khoán kinh doanh,Chứng khoán kinh doanh,502,-,-,-,502,502.0,,,,502.0
Các công cụ tài chính phải sinh và các tài sảntài chính khác,Các công cụ tài chính phải sinh và các tài sảntài chính khác,Các công cụ tài chính phải sinh và các tài sảntài chính khác,172.946,-,-,-,172.946,172946.0,,,,172946.0
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,181.429.238,21.038.267,51.106.771,8.456.931,262.031.207,181429238.0,21038267.0,51106771.0,8456931.0,262031207.0
Chứng khoán đầu tư,Chứng khoán đầu tư,Chứng khoán đầu tư,21.604.317,-,-,-,21.604.317,21604317.0,,,,21604317.0
"Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",133.140,-,-,-,133.140,133140.0,,,,133140.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,4.722.689,24.065,52.220,18.532,4.817.506,4722689.0,24065.0,52220.0,18532.0,4817506.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,29.441.874,784.014,466.326,175.951,30.868.165,29441874.0,784014.0,466326.0,175951.0,30868165.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,281.042.968,22.007.525,51.940.663,10.263.162,365.254.318,281042968.0,22007525.0,51940663.0,10263162.0,365254318.0
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,725.071,-,-,-,725.071,725071.0,,,,725071.0
Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,42.168.798,50.146,136,6.404.669,48.623.749,42168798.0,50146.0,136.0,6404669.0,48623749.0
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,196.824.577,16.299.840,45.216.722,895.607,259.236.746,196824577.0,16299840.0,45216722.0,895607.0,259236746.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụngchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụngchịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụngchịu rủi ro",2.509.687,-,-,-,2.509.687,2509687.0,,,,2509687.0
Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,23.027.976,1.955.973,1.748.815,-,26.732.764,23027976.0,1955973.0,1748815.0,,26732764.0
