row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Current corporate income tax expenses,Current corporate income tax expenses,Current corporate income tax expenses,Current corporate income tax expenses,Current corporate income tax expenses,,
- Corporate income tax expense based on taxable profit in the current year,- Corporate income tax expense based on taxable profit in the current year,- Corporate income tax expense based on taxable profit in the current year,"8,808,174,070","10,684,902,291",,
- Adjustments for corporate income tax expense in previous years to the current year,- Adjustments for corporate income tax expense in previous years to the current year,- Adjustments for corporate income tax expense in previous years to the current year,-,"1,523,527,253",,
Total current corporate income tax expenses,Total current corporate income tax expenses,Total current corporate income tax expenses,"8,808,174,070","12,208,429,544",,
