row_label_raw,row_label_full,col_0,ITEMS,Codes,Current year,Prior year,numeric__ITEMS,numeric__Codes,numeric__Current year,numeric__Prior year
I.,I.,I.,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,,,,
1.,I. > 1.,1.,Profit before tax,01,"2,893,129,946,816","1,926,773,727,997",,1.0,,
2.,2.,2.,Adjustments for:,Adjustments for:,Adjustments for:,Adjustments for:,,,,
2.,2. > 2.,2.,Depreciation and amortisation of fixed assets,02,"21,262,963,030","19,964,873,678",,2.0,,
2.,2. > 2.,2.,Provisions,03,"(13,501,855,348)","7,011,204,724",,3.0,,
2.,2. > 2.,2.,Foreign exchange losses arising from translating foreign currency items,04,"944,683,303","823,406,129",,4.0,,
2.,2. > 2.,2.,(Gain) from investing activities,05,"(3,187,425,347,830)","(2,100,548,849,731)",,5.0,,
2.,2. > 2.,2.,Interest expense,06,"138,911,372,017","51,462,109,416",,6.0,,
3.,2. > 3.,3.,Operating losses before movements in working capital,08,"(146,678,238,012)","(94,513,527,787)",,8.0,,
3.,2. > 3.,3.,(Increase)/decrease in receivables,09,"(57,276,007,688)","169,078,665,699",,9.0,,
3.,2. > 3.,3.,(Increase)/decrease in inventories,10,"(8,092,548,035)","143,780,000",,10.0,,
3.,2. > 3.,3.,Increases in payables (excluding accrued loan interest and corporate income tax payable),11,"70,737,025,368","441,004,502,508",,11.0,,
3.,2. > 3.,3.,(Increase)/decrease in prepaid expenses,12,"(67,450,891)","6,171,796,818",,12.0,,
3.,2. > 3.,3.,Interest paid,14,"(115,112,989,462)","(45,972,542,507)",,14.0,,
3.,2. > 3.,3.,Corporate income tax paid,15,"(5,000,000,001)","(16,457,758,065)",,15.0,,
3.,2. > 3.,3.,Other cash inflows,16,"99,000,000,000","74,204,050,000",,16.0,,
3.,2. > 3.,3.,Other cash outflows,17,"(41,461,941,709)","(38,073,829,999)",,17.0,,
3.,2. > 3.,3.,Net cash (used in)/generated by operating activities,20,"(203,952,150,430)","495,585,136,667",,20.0,,
II.,II.,II.,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,,,,
1.,II. > 1.,1.,Acquisition and construction of fixed assets and other long-term assets,21,"(505,388,867,077)","(349,033,283,112)",,21.0,,
2.,II. > 2.,2.,"Proceeds from sale, disposal of fixed assets and other long-term assets",22,"335,860,063","1,764,181,818",,22.0,,
3.,II. > 3.,3.,"Cash outflow for lending, buying debt instruments of other entities",23,"(8,574,100,000,000)","(5,547,200,000,000)",,23.0,,
4.,II. > 4.,4.,"Cash recovered from lending, selling debt instruments of other entities",24,"6,397,600,000,000","4,785,200,000,000",,24.0,,
5.,II. > 5.,5.,Equity investments in other entities,25,"(900,000,000,000)","(550,000,000,000)",,25.0,,
6.,II. > 6.,6.,Cash recovered from investments in other entities,26,-,"90,606,000,000",,26.0,,
7.,II. > 7.,7.,"Interest earned, dividends and profits received",27,"2,859,860,627,501","1,961,344,758,181",,27.0,,
7.,II. > 7.,7.,Net cash generated by investing activities,30,"(721,692,379,513)","392,681,656,887",,30.0,,
