row_label_raw,row_label_full,col_0,Current year,Prior year,numeric__Current year,numeric__Prior year
,,,VND,VND,,
Short-term trade payables,Short-term trade payables,Short-term trade payables,Short-term trade payables,Short-term trade payables,,
FPT Education Company Limited,FPT Education Company Limited,FPT Education Company Limited,"308,494,627,889","165,061,678,160",,
FPT Information System Corporation,FPT Information System Corporation,FPT Information System Corporation,"25,685,136,785","27,057,527,104",,
FPT Software Company Limited,FPT Software Company Limited,FPT Software Company Limited,"8,818,320,750","42,208,742",,
FPT Telecom Joint Stock Company,FPT Telecom Joint Stock Company,FPT Telecom Joint Stock Company,"5,551,413,133","7,272,024,339",,
FPT Digital Retail Joint Stock Company,FPT Digital Retail Joint Stock Company,FPT Digital Retail Joint Stock Company,"2,861,632,227","3,180,000",,
FPT Investment Company Limited,FPT Investment Company Limited,FPT Investment Company Limited,"1,595,000,000",-,,
FPT Smart Cloud Company Limited,FPT Smart Cloud Company Limited,FPT Smart Cloud Company Limited,"1,074,992,997",-,,
FPT Online Service Joint Stock Company,FPT Online Service Joint Stock Company,FPT Online Service Joint Stock Company,"946,550,000","122,320,000",,
Synnex FPT Joint Stock Company,Synnex FPT Joint Stock Company,Synnex FPT Joint Stock Company,"265,840,003",-,,
,,,"355,293,513,784","199,558,938,345",,
Short-term other payables,Short-term other payables,Short-term other payables,Short-term other payables,Short-term other payables,,
Payables through central account,Payables through central account,Payables through central account,Payables through central account,Payables through central account,,
FPT Information System Corporation,FPT Information System Corporation,FPT Information System Corporation,"157,881,723,216","214,321,178,272",,
FPT Education Company Limited,FPT Education Company Limited,FPT Education Company Limited,"30,315,118,672","69,907,799,626",,
FPT Software Company Limited,FPT Software Company Limited,FPT Software Company Limited,"28,480,644,564","15,041,143,314",,
FPT Investment Company Limited,FPT Investment Company Limited,FPT Investment Company Limited,"13,659,729,928","23,969,178,301",,
FPT Digital Retail Joint Stock Company,FPT Digital Retail Joint Stock Company,FPT Digital Retail Joint Stock Company,"1,526,452,162","2,993,176,666",,
FPT Telecom Joint Stock Company,FPT Telecom Joint Stock Company,FPT Telecom Joint Stock Company,"1,064,190,977","2,152,838,401",,
,,,"232,927,859,519","328,385,314,580",,
Short-term loans,Short-term loans,Short-term loans,Short-term loans,Short-term loans,,
FPT Software Company Limited,FPT Software Company Limited,FPT Software Company Limited,"1,877,030,000,000","35,000,000,000",,
FPT Information System Corporation,FPT Information System Corporation,FPT Information System Corporation,"896,000,000,000","200,000,000,000",,
FPT Digital Retail Joint Stock Company,FPT Digital Retail Joint Stock Company,FPT Digital Retail Joint Stock Company,"845,000,000,000","220,000,000,000",,
FPT Education Company Limited,FPT Education Company Limited,FPT Education Company Limited,"590,000,000,000","130,000,000,000",,
FPT Smart Cloud Company Limited,FPT Smart Cloud Company Limited,FPT Smart Cloud Company Limited,"82,000,000,000",-,,
FPT Investment Company Limited,FPT Investment Company Limited,FPT Investment Company Limited,"5,000,000,000","12,000,000,000",,
,,,"4,295,030,000,000","597,000,000,000",,
