row_label_raw,row_label_full,col_0,Closing balance,Opening balance,numeric__Closing balance,numeric__Opening balance
,,,VND,VND,,
Union fee,Union fee,Union fee,"20,307,660,693","9,020,195,164",,
Social insurance,Social insurance,Social insurance,"310,109,478","303,663,013",,
Health insurance,Health insurance,Health insurance,"71,656,820","71,710,826",,
Unemployment insurance,Unemployment insurance,Unemployment insurance,"17,268,199","17,282,656",,
Short-term deposits received,Short-term deposits received,Short-term deposits received,"523,000,000","553,000,000",,
Dividends payable,Dividends payable,Dividends payable,"9,734,581,873","8,705,049,648",,
Payables through central account,Payables through central account,Payables through central account,"232,927,859,519","328,385,314,580",,
- FPT Information System Corporation,- FPT Information System Corporation,- FPT Information System Corporation,"157,881,723,216","214,321,178,272",,
- FPT Education Company Limited,- FPT Education Company Limited,- FPT Education Company Limited,"30,315,118,672","69,907,799,626",,
- FPT Software Company Limited,- FPT Software Company Limited,- FPT Software Company Limited,"28,480,644,564","15,041,143,314",,
- FPT Investment Company Limited,- FPT Investment Company Limited,- FPT Investment Company Limited,"13,659,729,928","23,969,178,301",,
- FPT Digital Retail Joint Stock Company,- FPT Digital Retail Joint Stock Company,- FPT Digital Retail Joint Stock Company,"1,526,452,162","2,993,176,666",,
- FPT Telecom Joint Stock Company,- FPT Telecom Joint Stock Company,- FPT Telecom Joint Stock Company,"1,064,190,977","2,152,838,401",,
Other current payables,Other current payables,Other current payables,"5,728,450,482","7,444,185,989",,
,,,"269,620,587,064","354,500,401,876",,
Other short-term payables to related parties (Details stated in Note 29),Other short-term payables to related parties (Details stated in Note 29),Other short-term payables to related parties (Details stated in Note 29),"232,927,859,519","328,385,314,580",,
