row_label_raw,row_label_full,Mệnh giá trái phiếu > Chi phí phát hành,600.000.000.000 > (14.794.257.486),Ngày 23 tháng 8 năm 2025 đến ngày 4 tháng 7 năm 2026,Bổ sung vốn lưu động,"10,50",Tín chấp,numeric__600.000.000.000 > (14.794.257.486),numeric__Ngày 23 tháng 8 năm 2025 đến ngày 4 tháng 7 năm 2026,numeric__Bổ sung vốn lưu động,"numeric__10,50",numeric__Tín chấp
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,585.205.742.514,,,,,585205742514.0,,,,
Trong đó:Dài hạnDài hạn đến hạn trả,Trong đó:Dài hạnDài hạn đến hạn trả,Trong đó:Dài hạnDài hạn đến hạn trả,287.664.593.601,,,,,287664593601.0,,,,
Trong đó:Dài hạnDài hạn đến hạn trả,Trong đó:Dài hạnDài hạn đến hạn trả,Trong đó:Dài hạnDài hạn đến hạn trả,297.541.148.913,,,,,297541148913.0,,,,
