row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả các bên khác,Phải trả các bên khác,Phải trả các bên khác,1.117.470.543.474,1.801.856.252.785,1117470543474.0,1801856252785.0
Công ty Cổ phần Gạo Vi Dân,Công ty Cổ phần Gạo Vi Dân,Công ty Cổ phần Gạo Vi Dân,345.918.789.340,-,345918789340.0,
Công ty Cổ phần Phát triển Nông NghiệpBảo Lộc,Công ty Cổ phần Phát triển Nông NghiệpBảo Lộc,Công ty Cổ phần Phát triển Nông NghiệpBảo Lộc,316.855.022.050,-,316855022050.0,
Công ty Cổ phần Nông nghiệp Kiến Nông,Công ty Cổ phần Nông nghiệp Kiến Nông,Công ty Cổ phần Nông nghiệp Kiến Nông,158.540.603.000,373.804.077.895,158540603000.0,373804077895.0
Công ty Cổ phần Nông sản Tzan Quốc tế,Công ty Cổ phần Nông sản Tzan Quốc tế,Công ty Cổ phần Nông sản Tzan Quốc tế,-,320.049.249.300,,320049249300.0
Công ty Cổ phần Nông sản Mogb Quốc tế,Công ty Cổ phần Nông sản Mogb Quốc tế,Công ty Cổ phần Nông sản Mogb Quốc tế,-,290.096.321.550,,290096321550.0
Công ty Cổ phần Nông sản Cavi Việt Nam,Công ty Cổ phần Nông sản Cavi Việt Nam,Công ty Cổ phần Nông sản Cavi Việt Nam,-,254.544.283.000,,254544283000.0
Công ty Cổ phần Nông nghiệp An Điền,Công ty Cổ phần Nông nghiệp An Điền,Công ty Cổ phần Nông nghiệp An Điền,-,162.451.748.650,,162451748650.0
Các bên khác,Các bên khác,Các bên khác,296.156.129.084,400.910.572.390,296156129084.0,400910572390.0
Phải trả các bên liên quan(Thuyết minh số 32),Phải trả các bên liên quan(Thuyết minh số 32),Phải trả các bên liên quan(Thuyết minh số 32),859.867.820.978,143.968.837.490,859867820978.0,143968837490.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.977.338.364.452,1.945.825.090.275,1977338364452.0,1945825090275.0
