row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,108.698.847.641,604.717.325,108698847641.0,604717325.0
Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,99.598.856.404,-,99598856404.0,
Lãi từ thanh lý hàng hóa,Lãi từ thanh lý hàng hóa,Lãi từ thanh lý hàng hóa,4.055.136.079,-,4055136079.0,
Các khoản khác,Các khoản khác,Các khoản khác,5.044.855.158,604.717.325,5044855158.0,604717325.0
Chi phí khác,Chi phí khác,Chi phí khác,(3.195.501.108),(7.469.282.866),-3195501108.0,-7469282866.0
Phạt chậm nộp thuế,Phạt chậm nộp thuế,Phạt chậm nộp thuế,(1.151.947.525),,-1151947525.0,
Chi phí hủy hàng hóa,Chi phí hủy hàng hóa,Chi phí hủy hàng hóa,-,(917.800.452),,-917800452.0
Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,Lỗ từ thanh lý tài sản cố định,-,(14.263.966),,-14263966.0
Các khoản khác,Các khoản khác,Các khoản khác,(2.043.553.583),(6.537.218.448),-2043553583.0,-6537218448.0
LỢI NHUẬN (Lỗ) KHÁC THUÀN,LỢI NHUẬN (Lỗ) KHÁC THUÀN,LỢI NHUẬN (Lỗ) KHÁC THUÀN,105.503.346.533,(6.864.565.541),105503346533.0,-6864565541.0
