row_label_raw,row_label_full,col_0,Số cuối năm,Số lượng cổ phiếu Số đầu năm,numeric__Số cuối năm,numeric__Số lượng cổ phiếu Số đầu năm
Cổ phiếu đã được phê duyệt phát hành,Cổ phiếu đã được phê duyệt phát hành,Cổ phiếu đã được phê duyệt phát hành,239.021.642,143.520.000,239021642.0,143520000.0
Cổ phiếu đã phát hành và được góp vốn đủ Cổ phiếu phổ thông,Cổ phiếu đã phát hành và được góp vốn đủ Cổ phiếu phổ thông,Cổ phiếu đã phát hành và được góp vốn đủ Cổ phiếu phổ thông,239.021.642 239.021.642,143.520.000 143.520.000,,
Cổ phiếu đang lưu hành Cổ phiếu phổ thông,Cổ phiếu đang lưu hành Cổ phiếu phổ thông,Cổ phiếu đang lưu hành Cổ phiếu phổ thông,239.021.642 239.021.642,143.520.000 143.520.000,,
