row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,III. LƯU CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31,31,"Tiền thu từ phát hành cổ phiếu, trái phiếu chuyển đổi- Tiền thu từ phát hành cổ phiếu- Tiền thu từ phần quyền chọn của trái phiếu chuyển đổi",24,711.036.000.000711.036.000.000,137.648.613.977-,,24.0,7.110360000007111e+23,
33,33,33,Tiền thu từ đi vay,23,1.689.099.802.512,137.648.613.977,,23.0,1689099802512.0,137648613977.0
34,34,34,Tiền chỉ trả nợ gốc vay,23,(1.632.348.203.500),1.789.552.008.423,,23.0,-1632348203500.0,1789552008423.0
35,35,35,Tiền trả nợ gốc thuê tài chính,23,(2.136.437.016),(782.171.967.900)-,,23.0,-2136437016.0,
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,765.651.161.996,1.145.028.654.500,,,765651161996.0,1145028654500.0
50,50,50,Lưu chuyển tiền thuần trong năm,,21.204.051.613,(38.011.245.299),,,21204051613.0,-38011245299.0
60,60,60,Tiền đầu năm,,81.566.921.890,119.564.393.862,,,81566921890.0,119564393862.0
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,14.739.268,13.773.327,,,14739268.0,13773327.0
70,70,70,Tiền cuối năm,4,102.785.712.771,81.566.921.890,,4.0,102785712771.0,81566921890.0
