row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,VND,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__VND
,,,Tổng khoản thanh toán tiền thuê tối thiểu,Lãi thuê tài chính,Nợ gốc,,,
Nợ thuê tài chính ngắn hạn,Nợ thuê tài chính ngắn hạn,Nợ thuê tài chính ngắn hạn,,,,,,
Từ 1 năm trở xuống,Nợ thuê tài chính ngắn hạn > Từ 1 năm trở xuống,Từ 1 năm trở xuống,3.946.418.241,683.069.391,3.263.348.850,3946418241.0,683069391.0,3263348850.0
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,,,,,,
Trên 1 năm đến 5 năm,Nợ thuê tài chính dài hạn > Trên 1 năm đến 5 năm,Trên 1 năm đến 5 năm,9.616.194.969,929.582.918,8.686.612.051,9616194969.0,929582918.0,8686612051.0
TỔNG CỘNG,Nợ thuê tài chính dài hạn > TỔNG CỘNG,TỔNG CỘNG,13.562.613.210,1.612.652.309,11.949.960.901,13562613210.0,1612652309.0,11949960901.0
