row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,6.018.359.158.838,5.318.274.899.044,6018359158838.0,5318274899044.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hoạt động chắn nuôi,Trong đó: > Doanh thu hoạt động chắn nuôi,Doanh thu hoạt động chắn nuôi,3.705.002.932.881,1.273.615.285.514,3705002932881.0,1273615285514.0
Doanh thu bán nông sản,Trong đó: > Doanh thu bán nông sản,Doanh thu bán nông sản,2.301.658.870.470,3.932.845.493.800,2301658870470.0,3932845493800.0
Doanh thu bán cảm,Trong đó: > Doanh thu bán cảm,Doanh thu bán cảm,11.423.210.900,85.406.962.091,11423210900.0,85406962091.0
Doanh thu bán bất động sản đầu tư,Trong đó: > Doanh thu bán bất động sản đầu tư,Doanh thu bán bất động sản đầu tư,-,23.856.502.596,,23856502596.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,274.144.587,2.550.655.043,274144587.0,2550655043.0
Các khoản giảm trừ doanh thu:,Trong đó: > Các khoản giảm trừ doanh thu:,Các khoản giảm trừ doanh thu:,(345.310.400),(5.328.519.109),-345310400.0,-5328519109.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(345.310.400),(5.328.519.109),-345310400.0,-5328519109.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,6.018.013.848.438,5.312.946.379.935,6018013848438.0,5312946379935.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,5.513.470.803.165,5.010.929.878.463,5513470803165.0,5010929878463.0
Doanh thu đối với các bên liên quan(Thuyết minh số 32),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 32),Doanh thu đối với các bên liên quan(Thuyết minh số 32),504.543.045.273,302.016.501.472,504543045273.0,302016501472.0
