row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRÀ,,3.954.273.264.308,3.796.528.307.739,,,3954273264308.0,3796528307739.0
310,310,310,I. Nợ ngắn hạn,,3.182.675.474.003,2.761.524.227.189,,,3182675474003.0,2761524227189.0
311,311,311,1. Phải trả người bán ngắn hạn,18,1.977.338.364.452,1.945.825.090.275,,18.0,1977338364452.0,1945825090275.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,19,1.692.494.573,30.827.078.570,,19.0,1692494573.0,30827078570.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,20,46.751.552.180,6.083.202.518,,20.0,46751552180.0,6083202518.0
314,314,314,4. Phải trả người lao động,,26.484.744.175,14.515.540.300,,,26484744175.0,14515540300.0
315,315,315,5. Chi phí phải trả ngắn hạn,21,31.778.366.654,28.256.414.977,,21.0,31778366654.0,28256414977.0
319,319,319,6. Phải trả ngắn hạn khác,22,30.963.832.710,33.097.828.549,,22.0,30963832710.0,33097828549.0
320,320,320,7. Vay và nợ thuê tài chính ngắn hạn,23,1.067.666.119.259,702.919.072.000,,23.0,1067666119259.0,702919072000.0
330,330,330,II. Nợ dài hạn,,771.597.790.305,1.035.004.080.550,,,771597790305.0,1035004080550.0
338,338,338,1. Vay và nợ thuê tài chính dài hạn,23,296.351.205.652,582.498.527.280,,23.0,296351205652.0,582498527280.0
339,339,339,2. Trái phiếu chuyển đổi,23.4,475.246.584.653,452.505.553.270,,234.0,475246584653.0,452505553270.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.936.055.062.825,1.869.947.386.009,,,2936055062825.0,1869947386009.0
410,410,410,I. Vốn chủ sở hữu,24.1,2.936.055.062.825,1.869.947.386.009,,241.0,2936055062825.0,1869947386009.0
411,411,411,1. Vốn cổ phần,,2.390.216.420.000,1.435.200.000.000,,,2390216420000.0,1435200000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,2.390.216.420.000,1.435.200.000.000,,,2390216420000.0,1435200000000.0
413,413,413,2. Quyền chọn chuyển đổi trái phiếu,,137.648.613.977,137.648.613.977,,,137648613977.0,137648613977.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,408.190.028.848,297.098.772.032,,,408190028848.0,297098772032.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,53.118.352.032,246.723.093.219,,,53118352032.0,246723093219.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,355.071.676.816,50.375.678.813,,,355071676816.0,50375678813.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,6.890.328.327.133,5.666.475.693.748,,,6890328327133.0,5666475693748.0
