row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
,,,Giá gốc,Dự phòng,Dự phòng,Giá gốc,Dự phòng,Dự phòng,,,,,,
Đầu tư vào công ty con(Thuyết minh số 16.1),Đầu tư vào công ty con(Thuyết minh số 16.1),Đầu tư vào công ty con(Thuyết minh số 16.1),2.006.274.409.347,(12.024.249.276),(12.024.249.276),1.668.712.039.781,(12.024.249.276),(12.024.249.276),2006274409347.0,-12024249276.0,-12024249276.0,1668712039781.0,-12024249276.0,-12024249276.0
16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,16.1 Đầu tư vào các công ty con,,,,,,
,,,Số cuối năm,Số cuối năm,Số cuối năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,,,
,,,Tỷ lệ vốn nắm giữ(%),Giá gốcVND,Dự phòngVND,Tỷ lệ vốn nắm giữ(%),Giá gốcVND,Dự phòngVND,,,,,,
Hải Đăng Tây Ninh,16.1 Đầu tư vào các công ty con > Hải Đăng Tây Ninh,Hải Đăng Tây Ninh,"99,82%",399.280.000.000,-,"99,82%",399.280.000.000,-,0.9982,399280000000.0,,0.9982,399280000000.0,
BAF Tây Ninh,16.1 Đầu tư vào các công ty con > BAF Tây Ninh,BAF Tây Ninh,"99,00%",148.500.000.000,-,"99,00%",148.500.000.000,-,0.99,148500000000.0,,0.99,148500000000.0,
Trang Trại Xanh 2,16.1 Đầu tư vào các công ty con > Trang Trại Xanh 2,Trang Trại Xanh 2,"99,69%",129.600.000.000,-,"99,69%",129.600.000.000,-,0.9969,129600000000.0,,0.9969,129600000000.0,
Tâm Hưng (i),16.1 Đầu tư vào các công ty con > Tâm Hưng (i),Tâm Hưng (i),"99,98%",123.970.000.000,-,"99,90%",29.970.000.000,-,0.9998,123970000000.0,,0.9990000000000001,29970000000.0,
BAF Meat Bình Phước,16.1 Đầu tư vào các công ty con > BAF Meat Bình Phước,BAF Meat Bình Phước,"100,00%",120.000.000.000,-,"100,00%",120.000.000.000,-,1.0,120000000000.0,,1.0,120000000000.0,
Bắc An Khánh,16.1 Đầu tư vào các công ty con > Bắc An Khánh,Bắc An Khánh,"99,27%",109.200.000.000,-,"99,27%",109.200.000.000,-,0.9926999999999999,109200000000.0,,0.9926999999999999,109200000000.0,
BAF Bình Định,16.1 Đầu tư vào các công ty con > BAF Bình Định,BAF Bình Định,"98,55%",108.400.000.000,-,"98,55%",108.400.000.000,-,0.9854999999999999,108400000000.0,,0.9854999999999999,108400000000.0,
Đông An Khánh (ii),16.1 Đầu tư vào các công ty con > Đông An Khánh (ii),Đông An Khánh (ii),"100,00%",100.000.000.000,-,"99,60%",99.600.000.000,-,1.0,100000000000.0,,0.996,99600000000.0,
Nam An Khánh (iii),16.1 Đầu tư vào các công ty con > Nam An Khánh (iii),Nam An Khánh (iii),"100,00%",100.000.000.000,-,"99,60%",99.600.000.000,-,1.0,100000000000.0,,0.996,99600000000.0,
Chăn nuôi Kim Hội,16.1 Đầu tư vào các công ty con > Chăn nuôi Kim Hội,Chăn nuôi Kim Hội,"99,90%",95.410.918.071,-,"99,90%",95.339.118.071,-,0.9990000000000001,95410918071.0,,0.9990000000000001,95339118071.0,
Tân Châu (iv),16.1 Đầu tư vào các công ty con > Tân Châu (iv),Tân Châu (iv),"99,95%",89.959.150.000,-,"99,90%",40.809.150.000,-,0.9995,89959150000.0,,0.9990000000000001,40809150000.0,
Thanh Xuân (v),16.1 Đầu tư vào các công ty con > Thanh Xuân (v),Thanh Xuân (v),"99,99%",85.750.949.566,-,-,-,-,0.9998999999999999,85750949566.0,,,,
Thiền Phú Sơn,16.1 Đầu tư vào các công ty con > Thiền Phú Sơn,Thiền Phú Sơn,"100,00%",64.183.771.710,-,"100,00%",64.183.771.710,-,1.0,64183771710.0,,1.0,64183771710.0,
Tây An Khánh (vi),16.1 Đầu tư vào các công ty con > Tây An Khánh (vi),Tây An Khánh (vi),"100,00%",55.819.620.000,-,-,-,-,1.0,55819620000.0,,,,
Anh Vũ Phú Yên,16.1 Đầu tư vào các công ty con > Anh Vũ Phú Yên,Anh Vũ Phú Yên,"100,00%",50.000.000.000,-,"100,00%",50.000.000.000,-,1.0,50000000000.0,,1.0,50000000000.0,
Chăn nuôi Minh Thành,16.1 Đầu tư vào các công ty con > Chăn nuôi Minh Thành,Chăn nuôi Minh Thành,"98,00%",49.000.000.000,-,"98,00%",49.000.000.000,-,0.98,49000000000.0,,0.98,49000000000.0,
Sông Hinh,16.1 Đầu tư vào các công ty con > Sông Hinh,Sông Hinh,"100,00%",48.000.000.000,-,"100,00%",48.000.000.000,-,1.0,48000000000.0,,1.0,48000000000.0,
Trang Trại Xanh 1,16.1 Đầu tư vào các công ty con > Trang Trại Xanh 1,Trang Trại Xanh 1,"98,00%",39.200.000.000,-,"98,00%",39.200.000.000,-,0.98,39200000000.0,,0.98,39200000000.0,
Chế biến Thực phẩm BAF,Chế biến Thực phẩm BAF,Chế biến Thực phẩm BAF,,,,,,,,,,,,
Tây Ninh (vii),Chế biến Thực phẩm BAF > Tây Ninh (vii),Tây Ninh (vii),"100,00%",30.000.000.000,-,-,-,-,1.0,30000000000.0,,,,
