row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,88.595.748.566,72.639.496.703,88595748566.0,72639496703.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,51.363.841.559,44.461.550.382,51363841559.0,44461550382.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,23.314.530.198,14.796.582.626,23314530198.0,14796582626.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,6.787.656.369,6.711.621.642,6787656369.0,6711621642.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,1.821.562.374,1.158.785.321,1821562374.0,1158785321.0
Chi phí thuê,Chi phí thuê,Chi phí thuê,749.562.944,3.057.842.021,749562944.0,3057842021.0
Khác,Khác,Khác,4.558.595.122,2.453.114.711,4558595122.0,2453114711.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,110.675.788.777,85.419.890.565,110675788777.0,85419890565.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,62.465.111.762,50.664.384.985,62465111762.0,50664384985.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,17.805.374.937,14.425.029.122,17805374937.0,14425029122.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",12.993.611.287,11.154.443.278,12993611287.0,11154443278.0
Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,Chi phí khấu hao và hao mòn,2.814.244.166,1.390.375.250,2814244166.0,1390375250.0
Khác,Khác,Khác,14.597.446.625,7.785.657.930,14597446625.0,7785657930.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,199.271.537.343,158.059.387.268,199271537343.0,158059387268.0
