row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm vi tính VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm vi tính VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Tại ngày 1 tháng 1 năm 2020,Nguyên giá > Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,269.452.694.657,206.842.000,269.659.536.657,269452694657.0,206842000.0,269659536657.0
Chuyên từ chỉ phí xây dựng cơ bản dở dang (Thuyết minh 11),Nguyên giá > Chuyên từ chỉ phí xây dựng cơ bản dở dang (Thuyết minh 11),Chuyên từ chỉ phí xây dựng cơ bản dở dang (Thuyết minh 11),-,9.770.176.000,9.770.176.000,,9770176000.0,9770176000.0
Tại ngày 31 tháng 12 năm 2020,Nguyên giá > Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,269.452.694.657,9.977.018.000,279.429.712.657,269452694657.0,9977018000.0,279429712657.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,
Tại ngày 1 tháng 1 năm 2020,Giá trị khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,22.844.189.925,174.031.112,23.018.221.037,22844189925.0,174031112.0,23018221037.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,6.596.008.084,828.243.141,7.424.251.225,6596008084.0,828243141.0,7424251225.0
Tại ngày 31 tháng 12 năm 2020,Giá trị khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,29.440.198.009,1.002.274.253,30.442.472.262,29440198009.0,1002274253.0,30442472262.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày 1 tháng 1 năm 2020,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,246.608.504.732,32.810.888,246.641.315.620,246608504732.0,32810888.0,246641315620.0
Tại ngày 31 tháng 12 năm 2020,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,240.012.496.648,8.974.743.747,248.987.240.395,240012496648.0,8974743747.0,248987240395.0
